,Marca,Modelo,Año,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Precio,Link,Ubicación
475,Audi,Q5,2013,Gasolina,5,Automática,2.0,Camioneta,NA,114000 km,72.900.000,https://carro.mercadolibre.com.co/MCO-935661710-kia-rio-2019-14-vibrant-hb-5-p-_JM#position=44&search_layout=grid&type=item&tracking_id=3582dcbf-217c-4b53-b165-f9090f042676,Pereira
476,Chevrolet,Tracker,2016,Blanco,Gasolina,5,Mecánica,1.8,Camioneta,86000 km,50.750.000,https://carro.mercadolibre.com.co/MCO-934906169-kia-rio-2013-14-4-p-_JM#position=45&search_layout=grid&type=item&tracking_id=3582dcbf-217c-4b53-b165-f9090f042676,Pereira
477,Suzuki,S-Cross,2022,Plateado,Gasolina,5,Automática,1600,Camioneta,1900 km,83.000.000,https://carro.mercadolibre.com.co/MCO-934938244-nissan-frontier-estacas-4x2-24-2013-_JM#position=46&search_layout=grid&type=item&tracking_id=3582dcbf-217c-4b53-b165-f9090f042676,30 de Agosto - Pereira
478,Land Rover,Evoque,2017,Gasolina,5,Automática,2.0,Camioneta,NA,27800 km,150.000.000,https://carro.mercadolibre.com.co/MCO-933205445-honda-crv-4x4-2011-unico-dueno-_JM#position=47&search_layout=grid&type=item&tracking_id=3582dcbf-217c-4b53-b165-f9090f042676,Cerritos - Pereira
479,Chevrolet,LUV,2011,Blanco,Diésel,4,Mecánica,3.0,Pick-Up,317000 km,65.000.000,https://carro.mercadolibre.com.co/MCO-930079666-nissan-march-sense-mecanico-_JM#position=48&search_layout=grid&type=item&tracking_id=3582dcbf-217c-4b53-b165-f9090f042676,Pereira
480,Chevrolet,Spark GT,2019,Gasolina,5,Mecánica,1.2,Hatchback,NA,68000 km,39.500.000,https://carro.mercadolibre.com.co/MCO-928460481-toyota-hilux-2021-24l-_JM#position=1&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
481,Toyota,Corolla,2023,Blanco,Gasolina,4,Automática,2.0,Sedán,570 km,124.000.000,https://carro.mercadolibre.com.co/MCO-938013107-lista-de-espera-sin-disponibilidad-inmediata-_JM#position=2&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Cerritos - Pereira
482,Kia,CERATO FORTE,2013,Gasolina,4,Mecánica,1.6,Sedán,NA,100000 km,39.300.000,https://carro.mercadolibre.com.co/MCO-924002303-toyota-prado-2019-30-tx-l-fl-2-_JM#position=3&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
483,Toyota,Land Cruiser,1979,Gasolina,5,Mecánica,4.2,Camioneta,NA,153214 km,38.900.000,https://carro.mercadolibre.com.co/MCO-923234291-nissan-kicks-16-advance-_JM#position=4&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Dosquebradas
484,Renault,Duster,2016,Gasolina,5,Mecánica,2.0,Camioneta,NA,86000 km,57.000.000,https://carro.mercadolibre.com.co/MCO-920706084-jeep-wrangler-2018-36-sport-_JM#position=5&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Dosquebradas
485,Chevrolet,Blazer,2021,Negro,Gasolina,4,Automática,3600,Camioneta,23000 km,163.000.000,https://carro.mercadolibre.com.co/MCO-935672999-kia-picanto-2020-12-x-line-_JM#position=6&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
486,Suzuki,Jimny,2015,Blanco,Gasolina,5,Mecánica,1.3,Camioneta,82341 km,44.950.000,https://carro.mercadolibre.com.co/MCO-918650090-toyota-rav4-2017-20-street-_JM#position=7&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Dosquebradas
487,Ford,Ecosport 2,2020,Gasolina,5,Automática,2.0,Camioneta,NA,20000 km,76.000.000,https://carro.mercadolibre.com.co/MCO-916385011-toyota-hilux-modelo-2012-diesel-4x4-_JM#position=8&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Centenario - Pereira
488,Honda,CR-V,2016,Gris,Gasolina,5,Automática,2.4,Camioneta,87500 km,86.000.000,https://carro.mercadolibre.com.co/MCO-904892225-kia-sportage-2015-20l-_JM#position=9&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
489,Volkswagen,Beetle,2017,Blanco,Gasolina,5,Mecánica,2.5,Hatchback,60000 km,63.600.000,https://carro.mercadolibre.com.co/MCO-903094428-bmw-x6-2017-30-xdrive30d-premium-_JM#position=10&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
490,Mazda,3,2017,Gasolina,4,Automática,2.0,Sedán,NA,73000 km,79.000.000,https://carro.mercadolibre.com.co/MCO-902006530-suzuki-celerio-2016-10-hg-amt-pereira-_JM#position=11&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Belmonte - Pereira
491,Kia,Picanto,2022,Gris,Gasolina,5,Mecánica,GASOLINA,Hatchback,8500 km,60.500.000,https://carro.mercadolibre.com.co/MCO-897460540-chevrolet-sail-2018-14l-mecanica-_JM#position=12&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Dosquebradas
492,Chevrolet,D-Max,2013,Gris,Diésel,2,Mecánica,DIESEL,Camioneta,279093 km,96.000.000,https://carro.mercadolibre.com.co/MCO-886128490-mercedes-benz-clase-gla-2018-16-urban-_JM#position=13&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Dosquebradas
493,Volkswagen,Amarok,2021,Diésel,4,Automática,2.0,Pick-Up,NA,9500 km,149.900.000,https://carro.mercadolibre.com.co/MCO-885682041-volkswagen-jetta-18-automatico-modelo-2006-turbo-_JM#position=14&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Centenario - Pereira
494,Volkswagen,Jetta,2015,Gasolina,5,Mecánica,2.0,Station Wagon,NA,78000 km,47.900.000,https://carro.mercadolibre.com.co/MCO-880197248-mazda-cx-9-2020-25-grand-touring-signature-_JM#position=15&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
495,Mitsubishi,Montero,2008,Gasolina,5,Mecánica,3.0,Camioneta,NA,233000 km,62.000.000,https://carro.mercadolibre.com.co/MCO-862686854-audi-q5-2013-20-tfsi-s-tronic-luxury-_JM#position=16&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Dosquebradas
496,Toyota,Corolla,2023,BLANCO PERLADO,Híbrido,5,Automática,1.8,Sedán,0 km,110.500.000,https://carro.mercadolibre.com.co/MCO-842230982-toyota-prado-toyota-prado-vx-_JM#position=17&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
497,Nissan,Qashqai,2018,Plateado,Gasolina,5,Mecánica,1997,Camioneta,49000 km,85.900.000,https://carro.mercadolibre.com.co/MCO-939287402-chevrolet-tracker-2016-_JM#position=18&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Maraya - Pereira
498,DFM/DFSK,VAN CARGA,2014,Gasolina,2,Mecánica,1.3,Furgón,NA,115000 km,29.800.000,https://carro.mercadolibre.com.co/MCO-939286913-suzuki-s-cross-2wd-at-_JM#position=19&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
499,Chevrolet,Spark,2016,Gasolina,5,Mecánica,1.2,Hatchback,NA,86000 km,35.000.000,https://carro.mercadolibre.com.co/MCO-938853051-land-rover-evoque-2017-20-se-si4-_JM#position=20&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
500,Chevrolet,Grand Vitara,2011,Negro,Gasolina,5,Mecánica,1.6,Camioneta,163000 km,45.000.000,https://carro.mercadolibre.com.co/MCO-934949824-chevrolet-dmax-_JM#position=21&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,30 de Agosto - Pereira
501,BMW,Serie 5,2013,Azul,Gasolina,4,Automática,2.0,Sedán,55000 km,75.800.000,https://carro.mercadolibre.com.co/MCO-933571207-chevrolet-spark-gt-2019-12-ls-_JM#position=22&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
502,Mazda,3,2018,Gasolina,4,Automática,2.0,Sedán,NA,92000 km,76.000.000,https://carro.mercadolibre.com.co/MCO-938037085-corolla-gazoo-racing-2023-_JM#position=23&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Cerritos - Pereira
503,Kia,Sportage,2012,Gasolina,5,Mecánica,2.0,Camioneta,NA,112000 km,43.500.000,https://carro.mercadolibre.com.co/MCO-932896474-kia-cerato-forte-2013-16-_JM#position=24&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
504,Honda,WR-V,2019,Gris,Gasolina,5,Automática,1.5,Camioneta,26500 km,77.000.000,https://carro.mercadolibre.com.co/MCO-930175871-toyota-land-cruiser-1979-42-fj40-_JM#position=25&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
505,Renault,Logan,2011,Gris,Gasolina,4,Mecánica,GASOLINA,Sedán,117500 km,26.000.000,https://carro.mercadolibre.com.co/MCO-929125540-renault-duster-2016-20-dynamique-4x4-_JM#position=26&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
506,Mazda,2,2019,Rojo,Gasolina,5,Mecánica,1.5,Hatchback,40000 km,54.800.000,https://carro.mercadolibre.com.co/MCO-928070347-chevrolet-blazer-rs-awd-2021-_JM#position=27&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Condina - Pereira
507,Mazda,CX-5,2019,Gasolina,5,Automática,2.0,Camioneta,NA,56000 km,112.000.000,https://carro.mercadolibre.com.co/MCO-927398262-suzuki-jimny-4x4-2015-_JM#position=28&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Maraya - Pereira
508,Hyundai,Accent,2013,Negro,Gasolina,4,Mecánica,1.4,Sedán,120000 km,39.000.000,https://carro.mercadolibre.com.co/MCO-926474144-ford-ecosport-2-2020-20-titanium-_JM#position=29&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
509,Kia,CERATO PRO,2015,Gasolina,4,Mecánica,1.6,Sedán,NA,123000 km,48.900.000,https://carro.mercadolibre.com.co/MCO-935673168-honda-cr-v-2016-24-city-plus-_JM#position=30&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
510,Jeep,Cherokee,2002,Amarillo,Gasolina,5,Automática,3.7,Camioneta,147000 km,32.000.000,https://carro.mercadolibre.com.co/MCO-922783733-volkswagen-beetle-2017-25-design-_JM#position=31&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
511,Nissan,Pathfinder,1998,Gasolina,5,Mecánica,3.3,Camioneta,NA,175000 km,29.000.000,https://carro.mercadolibre.com.co/MCO-922659480-mazda-3-2017-20-grand-touring-_JM#position=32&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
512,Foton,Tunland,2014,Diésel,2,Mecánica,2.8,Pick-Up,NA,138000 km,60.000.000,https://carro.mercadolibre.com.co/MCO-935601497-kia-picanto-xline-mecanico-_JM#position=33&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
513,Kia,Picanto,2018,Blanco,Gasolina,5,Mecánica,1.0,Hatchback,69000 km,39.750.000,https://carro.mercadolibre.com.co/MCO-914482158-chevrolet-d-max-estacas-4x4-2013-_JM#position=34&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,30 de Agosto - Pereira
514,Mitsubishi,L200,2021,Diésel,2,Automática,2.5,Pick-Up,NA,50600 km,195.000.000,https://carro.mercadolibre.com.co/MCO-912399059-volkswagen-amarok-2021-20-trendline-4-p-_JM#position=35&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
515,Toyota,Land Cruiser,1995,Rojo,Gasolina,3,Mecánica,4.5,Camioneta,255000 km,85.000.000,https://carro.mercadolibre.com.co/MCO-897304275-volkswagen-jetta-2015-20-trendline-5-p-_JM#position=36&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Dosquebradas
516,Fiat,Palio,2003,Gasolina,5,Mecánica,1.3,Hatchback,NA,175000 km,12.500.000,https://carro.mercadolibre.com.co/MCO-873664991-mitsubishi-montero-2008-30-v43-wagon-_JM#position=37&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
517,Renault,Logan,2020,Plateado,Gasolina,4,Mecánica,1.6,Sedán,41000 km,44.500.000,https://carro.mercadolibre.com.co/MCO-869397333-volkswagen-taos-comfortline-0-_JM#position=38&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
518,Chevrolet,Spark,2015,Gasolina,5,Mecánica,1.0,Hatchback,NA,75000 km,25.000.000,https://carro.mercadolibre.com.co/MCO-901560269-ford-mustang-gt-premium-_JM#position=39&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,30 de Agosto - Pereira
519,Renault,Stepway,2019,Gris,Gasolina,5,Mecánica,1.6,Hatchback,38000 km,53.800.000,https://carro.mercadolibre.com.co/MCO-870600677-lista-de-espera-sin-disponibilidad-inmediata-_JM#position=40&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Cerritos - Pereira
520,Renault,Duster Oroch,2023,Gris,Gasolina,5,Automática,2000,Camioneta,0 km,96.290.000,https://carro.mercadolibre.com.co/MCO-939429215-renault-duster-outsider-_JM#position=41&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
521,Peugeot,206,2013,Plateado,Gasolina,5,Mecánica,1.4,Hatchback,145000 km,28.500.000,https://carro.mercadolibre.com.co/MCO-936999409-nissan-qashqai-modelo-2018-id-42614-_JM#position=42&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,30 de Agosto - Pereira
522,Kia,Picanto,2013,Gasolina,5,Mecánica,1.2,Hatchback,NA,111231 km,32.900.000,https://carro.mercadolibre.com.co/MCO-936052144-dfmdfsk-van-carga-2014-13-eq5021xxyf-y01-_JM#position=43&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
523,Volkswagen,Beetle,2016,Gris,Gasolina,2,Automática,Coupé,NA,68612 km,69.900.000,https://carro.mercadolibre.com.co/MCO-935607222-chevrolet-spark-2016-12-gt-m300-lt-_JM#position=44&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
524,Nissan,Qashqai,2018,Gris,Gasolina,5,Automática,2.0,Camioneta,55571 km,87.900.000,https://carro.mercadolibre.com.co/MCO-931951864-chevrolet-grand-vitara-2011-16-l-_JM#position=45&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Belmonte - Pereira
525,Chevrolet,Colorado,2018,Negro,Diésel,4,Mecánica,2.8,Pick-Up,98000 km,129.800.000,https://carro.mercadolibre.com.co/MCO-930869054-bmw-serie-5-2013-20-520i-f10-_JM#position=46&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
526,Nissan,Kicks,2019,Blanco,Gasolina,5,Mecánica,1.6,Camioneta,75000 km,65.750.000,https://carro.mercadolibre.com.co/MCO-927965165-mazda-3-2018-20-grand-touring-_JM#position=47&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
527,Jeep,Wrangler,2013,Gasolina,5,Mecánica,3.6,Camioneta,NA,94000 km,118.000.000,https://carro.mercadolibre.com.co/MCO-928033538-kia-sportage-2012-20l-4x2-_JM#position=48&search_layout=grid&type=item&tracking_id=98c54402-ba9c-49af-93db-9c957a1fa5ad,Pereira
528,Hyundai,Ioniq,2019,Gris,Gasolina,4,Automática,1.6,Sedán,18505 km,88.000.000,https://carro.mercadolibre.com.co/MCO-935608103-honda-wr-v-2019-15-lx-_JM#position=1&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
529,Renault,Koleos,2020,Blanco,Gasolina,5,Automática,2.5,Camioneta,22994 km,105.900.000,https://carro.mercadolibre.com.co/MCO-935614621-renault-logan-16-expression-_JM#position=2&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
530,Fiat,Strada,2011,Gasolina,2,Mecánica,1.4,Pick-Up,NA,230 km,28.000.000,https://carro.mercadolibre.com.co/MCO-917029415-mazda-2-2019-15-prime-_JM#position=3&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
531,Ford,F-150,2011,Blanco,Gasolina,2,Automática,6.2,Pick-Up,109000 km,110.000.000,https://carro.mercadolibre.com.co/MCO-901888759-mazda-cx-5-2019-20-touring-camioneta-_JM#position=4&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
532,Lexus,GX,2020,Gasolina,5,Automática,4.6,Camioneta,NA,16452 km,382.000.000,https://carro.mercadolibre.com.co/MCO-897425027-hyundai-i-25-modelo-2013-full-equipo-_JM#position=5&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Centenario - Pereira
533,Volkswagen,Tiguan,2022,Plateado,Gasolina,5,Automática,2.0 TSI,Camioneta,0 km,185.990.000,https://carro.mercadolibre.com.co/MCO-881204549-kia-cerato-pro-2015-16l-_JM#position=6&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
534,Toyota,Hilux,2022,Blanco,Diésel,5,Mecánica,Pick-Up,NA,0 km,166.900.000,https://carro.mercadolibre.com.co/MCO-937840380-jeep-cherokee-liberty-37-_JM#position=7&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Alamos - Pereira
535,BMW,Serie 4,2017,Gasolina,2,Automática,2.0,Convertible,NA,24123 km,134.900.000,https://carro.mercadolibre.com.co/MCO-864300240-nissan-pathfinder-1998-33-r50-ancha-_JM#position=8&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
536,Mazda,2,2013,Gasolina,5,Mecánica,1.5,Hatchback,NA,189000 km,37.900.000,https://carro.mercadolibre.com.co/MCO-863426591-foton-tunland-2014-28-bj1037v3md6-_JM#position=9&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
537,Renault,Sandero,2016,Naranja,Gasolina,5,Mecánica,1.6,Hatchback,72000 km,46.900.000,https://carro.mercadolibre.com.co/MCO-939270492-kia-picanto-emotion-2018-_JM#position=10&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Maraya - Pereira
538,Ford,Ecosport,2017,Plateado,Gasolina,5,Automática,2000,Station Wagon,81910 km,61.750.000,https://carro.mercadolibre.com.co/MCO-937368375-chevrolet-spark-gt-gt-cara-nueva-_JM#position=11&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
539,Hyundai,TUCSON IX-35,2016,Gris,Gasolina,5,Automática,2.0,Camioneta,81000 km,71.750.000,https://carro.mercadolibre.com.co/MCO-935164155-mitsubishi-l200-2021-25l-_JM#position=12&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
540,Toyota,Prado,2020,Plateado,Diésel,5,Automática,3.0,Camioneta,29800 km,268.000.000,https://carro.mercadolibre.com.co/MCO-934949615-toyota-land-cruiser-_JM#position=13&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,30 de Agosto - Pereira
541,Suzuki,Swift,2013,Plateado,Gasolina,4,Mecánica,GASOLINA,Sedán,95000 km,32.800.000,https://carro.mercadolibre.com.co/MCO-934244997-fiat-palio-2003-13-sx-_JM#position=14&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
542,Chevrolet,LUV,2009,Blanco,Diésel,4,Mecánica,3.0,Pick-Up,208609 km,69.500.000,https://carro.mercadolibre.com.co/MCO-931427694-renault-logan-2020-16-authentique-life-_JM#position=15&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
543,Kia,Picanto,2020,Gris,Gasolina,5,Mecánica,1.0,Hatchback,41523 km,45.000.000,https://carro.mercadolibre.com.co/MCO-927759144-chevrolet-spark-2015-10-life-_JM#position=16&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
544,Toyota,Fortuner,2014,Diésel,5,Mecánica,3.0,Camioneta,NA,121000 km,137.000.000,https://carro.mercadolibre.com.co/MCO-926545557-renault-stepway-2019-16-dynamique-mecanica-_JM#position=17&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
545,Toyota,Fortuner,2009,Diésel,5,Mecánica,3.0,Camioneta,NA,104300 km,105.000.000,https://carro.mercadolibre.com.co/MCO-922924681-renault-duster-oroch-intens-cvt-_JM#position=18&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,30 de Agosto - Pereira
546,Renault,SANDERO LIFE +,2023,Blanco,Gasolina,5,Mecánica,1600,Hatchback,0 km,57.700.000,https://carro.mercadolibre.com.co/MCO-922411855-peugeot-206-2013-14-urban-_JM#position=19&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
547,Renault,Sandero,2023,Gris,Gasolina,5,Mecánica,1600,Hatchback,0 km,54.700.000,https://carro.mercadolibre.com.co/MCO-918667980-kia-picanto-2013-125-ion-xtrem-_JM#position=20&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
548,Hyundai,i10,2016,Gasolina,5,Mecánica,1.2,Hatchback,NA,84000 km,35.000.000,https://carro.mercadolibre.com.co/MCO-917015969-volkswagen-new-beetle-coupe-_JM#position=21&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Cerritos - Pereira
549,Renault,Logan,2010,Gasolina,4,Mecánica,1.4,Sedán,NA,106000 km,23.000.000,https://carro.mercadolibre.com.co/MCO-916549310-nissan-qashqai-advance-_JM#position=22&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Cerritos - Pereira
550,Chevrolet,Spark,2015,Negro,Gasolina,5,Mecánica,1.0,Hatchback,113000 km,26.900.000,https://carro.mercadolibre.com.co/MCO-914624851-bmw-x2-sdrive20ipremium-at-20l-t-192hp-ct-_JM#position=23&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
551,Renault,Logan,2017,Plateado,Gasolina,4,Mecánica,1.6,Sedán,72000 km,43.900.000,https://carro.mercadolibre.com.co/MCO-910694549-chevrolet-colorado-2018-28-ltz-_JM#position=24&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
552,Chevrolet,Aveo,2010,Gris,Gasolina,5,Mecánica,1.6,Hatchback,160000 km,28.900.000,https://carro.mercadolibre.com.co/MCO-909482973-nissan-kicks-2019-_JM#position=25&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Maraya - Pereira
553,Morris Garage,MG 3,2014,Blanco,Gasolina,5,Mecánica,Hatchback,NA,132000 km,34.900.000,https://carro.mercadolibre.com.co/MCO-904736101-jeep-wrangler-2013-36-sport-_JM#position=26&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
554,Nissan,X-Trail,2013,Negro,Gasolina,5,Automática,2.5,Camioneta,150000 km,52.900.000,https://carro.mercadolibre.com.co/MCO-903910650-hyundai-ioniq-2019-16-limited-_JM#position=27&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Belmonte - Pereira
555,Mazda,2,2017,Gasolina,5,Automática,1.5,Hatchback,NA,60000 km,57.000.000,https://carro.mercadolibre.com.co/MCO-908278898-renault-new-koleos-zen-_JM#position=28&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Cerritos - Pereira
556,Renault,Kwid,2021,Gasolina,5,Mecánica,1.0,Camioneta,NA,18200 km,47.000.000,https://carro.mercadolibre.com.co/MCO-898612171-fiat-strada-2011-14-working-_JM#position=29&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
557,Nissan,Qashqai,2016,Gasolina,5,Mecánica,2.0,Camioneta,NA,101000 km,69.900.000,https://carro.mercadolibre.com.co/MCO-881278615-kia-stonic-vibrant-_JM#position=30&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
558,Toyota,Prado,2015,Gasolina,5,Mecánica,4.0,Camioneta,NA,145000 km,184.900.000,https://carro.mercadolibre.com.co/MCO-879661985-ford-f-150-2011-62-svt-raptor-scab-_JM#position=31&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
559,Volkswagen,Amarok,2021,Gris,Diésel,4,Mecánica,2.0,Pick-Up,8000 km,150.000.000,https://carro.mercadolibre.com.co/MCO-876743768-lexus-gx-2020-46-460-premium-_JM#position=32&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
560,JAC,T8,2023,Blanco,Diésel,4,Mecánica,2.000,Pick-Up,0 km,135.990.000,https://carro.mercadolibre.com.co/MCO-865264338-camioneta-volkswagen-tiguan-elegance2022-_JM#position=33&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,30 de Agosto - Pereira
561,Nissan,Sentra,2011,Negro,Gasolina,4,Automática,2.0,Sedán,137000 km,35.000.000,https://carro.mercadolibre.com.co/MCO-893961951-lista-de-espera-sin-disponibilidad-inmediata-_JM#position=34&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Cerritos - Pereira
562,BMW,X5,2017,Gasolina,5,Automática,3.0,Camioneta,NA,69000 km,166.000.000,https://carro.mercadolibre.com.co/MCO-938957891-bmw-serie-4-2017-20-420i-f33-cabriolet-executive-_JM#position=35&search_layout=grid&type=item&tracking_id=c9359f27-2f57-42bd-b10b-2f88f8a2a1db,Pereira
