,Marca,Modelo,Año,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Precio,Link,Ubicación
0,Toyota,Prado,2019,Gris,Diésel,5,Automática,3.0,Camioneta,47000 km,265.000.000,https://carro.mercadolibre.com.co/MCO-936688286-toyota-prado-30-txl-_JM#position=1&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Pinares - Pereira
1,Volvo,S60,2013,Plateado,Gasolina,4,Automática,3.0,Sedán,81000 km,54.500.000,https://carro.mercadolibre.com.co/MCO-918869516-volvo-s60-30-t6-awd-polestar-_JM#position=2&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Centro - Pereira
2,Toyota,Fortuner,2019,Plateado,Gasolina,5,Automática,2.7,Camioneta,44000 km,169.500.000,https://carro.mercadolibre.com.co/MCO-907952032-toyota-_JM#position=3&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Pinares - Pereira
3,Mercedes-Benz,Clase B,2013,Blanco,Gasolina,4,Mecánica,1.6,Hatchback,103000 km,45.500.000,https://carro.mercadolibre.com.co/MCO-936669096-toyota-rav4-_JM#position=4&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Pinares - Pereira
4,Subaru,Legacy,2008,Gris,Gasolina,4,Mecánica,2.0,Sedán,136000 km,32.990.000,https://carro.mercadolibre.com.co/MCO-924519158-mercedes-benz-_JM#position=5&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Gamma - Pereira
5,Chevrolet,Tracker,2018,Azul,Gasolina,5,Mecánica,1.8,Camioneta,46000 km,62.900.000,https://carro.mercadolibre.com.co/MCO-927792029-subaru-legacy-20-awd-4-p-_JM#position=6&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Belmonte - Pereira
6,JMC,Tiger 7,2019,Blanco,Diésel,4,Mecánica,2800,Camioneta,70000 km,82.500.000,https://carro.mercadolibre.com.co/MCO-917043239-toyota-fortuner-diesel-at-3000-_JM#position=7&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Maraya - Pereira
7,Renault,Twizy,2016,Blanco,Eléctrico,3,Automática,Hatchback,NA,23000 km,29.990.000,https://carro.mercadolibre.com.co/MCO-928096032-chevrolet-tracker-18-lt-_JM#position=8&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Maraya - Pereira
8,Kia,Sportage,2010,Negro,Gasolina,5,Mecánica,2.0,Camioneta,150000 km,46.500.000,https://carro.mercadolibre.com.co/MCO-913350402-jmc-tiger-7-2019-placa-publica-_JM#position=9&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,30 de Agosto - Pereira
9,Suzuki,Swift,2020,Blanco,Gasolina,4,Mecánica,1.2,Sedán,46000 km,52.000.000,https://carro.mercadolibre.com.co/MCO-907967480-renault-twizy-cargo-no-pasajero-adicional-_JM#position=10&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Los Alpes - Pereira
10,Volkswagen,Crossfox,2016,Gasolina,5,Mecánica,1.6,Camioneta,NA,113000 km,46.000.000,https://carro.mercadolibre.com.co/MCO-930123943-kia-sportage-fq-4x4-2010-_JM#position=11&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Turin - Pereira
11,Kia,Picanto,2014,Gris,Gasolina,5,Mecánica,1.2,Hatchback,77000 km,36.500.000,https://carro.mercadolibre.com.co/MCO-925464883-suzuki-swift-2020-12-dzire-_JM#position=12&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Pereira
12,Chevrolet,Samurai,1999,Blanco,Gasolina,5,Mecánica,1.3,Camioneta,98000 km,25.000.000,https://carro.mercadolibre.com.co/MCO-920397767-volkswagen-crossfox-2016-16-wild-_JM#position=13&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Pereira
13,Mazda,2,2020,Gris,Gasolina,4,Automática,1.5,Sedán,42000 km,63.900.000,https://carro.mercadolibre.com.co/MCO-939249242-kia-picanto-ex-mt-1250-techo-2014-_JM#position=14&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Turin - Pereira
14,Chevrolet,Optra,2010,Gris,Gasolina,4,Mecánica,1.6,Sedán,112000 km,26.900.000,https://carro.mercadolibre.com.co/MCO-938846862-chevrolet-samurai-13-1999-_JM#position=15&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Turin - Pereira
15,Hyundai,i10,2012,Rojo,Gasolina,5,Mecánica,1.1,Hatchback,110000 km,23.700.000,https://carro.mercadolibre.com.co/MCO-921542277-mazda-2-15-prime-_JM#position=16&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Gamma - Pereira
16,Kia,Rio,2012,Rojo,Gasolina,5,Automática,1.4,Hatchback,130000 km,41.500.000,https://carro.mercadolibre.com.co/MCO-937632514-chevrolet-optra-mt-1600-2010-_JM#position=17&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Turin - Pereira
17,Chevrolet,Spark,2017,Plateado,Gasolina,5,Mecánica,1.2,Hatchback,44000 km,37.000.000,https://carro.mercadolibre.com.co/MCO-931392083-hyundai-i10-11-gl-_JM#position=18&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Corales - Pereira
18,Chevrolet,Grand Vitara,2006,Plateado,Gasolina,5,Mecánica,2.0,Camioneta,250000 km,41.500.000,https://carro.mercadolibre.com.co/MCO-939031770-kia-rio-spice-automatico-1400-2012-_JM#position=19&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Turin - Pereira
19,Jeep,Wrangler,2012,Negro,Gasolina,2,Automática,3.6,Camioneta,44900 km,155.000.000,https://carro.mercadolibre.com.co/MCO-938318869-chevrolet-spark-gt-ltz-2017-_JM#position=20&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Turin - Pereira
20,BMW,X6,2021,Blanco,Gasolina,5,Automática,3000,Camioneta,20600 km,329.900.000,https://carro.mercadolibre.com.co/MCO-938336639-chevrolet-grand-vitara-4x4-2006-_JM#position=21&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Turin - Pereira
21,Toyota,Hilux,2012,Gris,Diésel,2,Automática,3.0,Pick-Up,177000 km,135.000.000,https://carro.mercadolibre.com.co/MCO-938271339-jeep-wrangler-sport-36-aut-4x4-2012-717-_JM#position=22&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Providencia - Pereira
22,Jeep,Renegade,2023,Gris,Gasolina,4,Automática,1800,SUV,500 km,109.000.000,https://carro.mercadolibre.com.co/MCO-938228968-bmw-x6-xdrive-40i-30-aut-sec-awd-2021-594-_JM#position=23&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Providencia - Pereira
23,Ford,Focus,2014,Gris,Gasolina,5,Mecánica,2.0,Sedán,102000 km,48.000.000,https://carro.mercadolibre.com.co/MCO-930175104-toyota-hilux-4x4-_JM#position=24&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Turin - Pereira
24,Toyota,Fortuner,2019,Gris,Gasolina,5,Automática,2.7,Camioneta,42000 km,175.000.000,https://carro.mercadolibre.com.co/MCO-928082930-jeep-renegade-connect-18-aut-sec-fwd-2023-802-_JM#position=25&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Providencia - Pereira
25,Nissan,Frontier,2017,Gris,Diésel,2,Automática,2.5,Pick-Up,120000 km,130.000.000,https://carro.mercadolibre.com.co/MCO-922405427-ford-focus-titanium-20-aut-sec-fwd-2014-473-_JM#position=26&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Providencia - Pereira
26,Chevrolet,Spark GT,2020,Gris,Gasolina,5,Mecánica,1.2,Hatchback,29300 km,40.500.000,https://carro.mercadolibre.com.co/MCO-911107804-toyota-fortuner-24-4x2-2019-_JM#position=27&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,30 de Agosto - Pereira
27,Toyota,Land Cruiser,2017,Gris,Diésel,5,Automática,4.5,Camioneta,70000 km,385.000.000,https://carro.mercadolibre.com.co/MCO-908866228-nissan-frontier-2017-25l-asl-diesel-4x4-_JM#position=28&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,30 de Agosto - Pereira
28,Mazda,CX-30,2022,Rojo,Gasolina,5,Automática,2.000,Station Wagon,5500 km,110.000.000,https://carro.mercadolibre.com.co/MCO-905468768-chevrolet-spark-gt-12-ls-_JM#position=29&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Centro - Pereira
29,Renault,Symbol,2003,Gris,Gasolina,4,Mecánica,1.4,Sedán,164322 km,14.900.000,https://carro.mercadolibre.com.co/MCO-898816637-toyota-land-cruiser-2017-45-imperial-fl-lc200-diesel-blinda-_JM#position=30&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,30 de Agosto - Pereira
30,Toyota,RAV4,2007,Plateado,Gasolina,5,Automática,2.4,Camioneta,137000 km,55.000.000,https://carro.mercadolibre.com.co/MCO-938945420-mazda-cx-30-20-grand-touring-_JM#position=31&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,30 de Agosto - Pereira
31,Mini,Cooper,2014,Blanco,Gasolina,2,Automática,1.6,Convertible,73000 km,76.000.000,https://carro.mercadolibre.com.co/MCO-938339429-renault-symbol-rte-2003-14-_JM#position=32&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Turin - Pereira
32,Mazda,CX-5,2018,Gris,Gasolina,5,Automática,2.5,Station Wagon,75000 km,112.500.000,https://carro.mercadolibre.com.co/MCO-936058270-toyota-rav-24-imperial-_JM#position=33&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,La Villa - Pereira
33,Audi,Q2,2021,Blanco,Gasolina,4,Automática,1.400,SUV,8400 km,125.900.000,https://carro.mercadolibre.com.co/MCO-936051741-mini-cooper-16-cabrio-_JM#position=34&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Belmonte - Pereira
34,Nissan,Qashqai,2017,Rojo,Gasolina,5,Automática,2.0,Camioneta,94800 km,85.000.000,https://carro.mercadolibre.com.co/MCO-933613971-mazda-cx-5-25-grand-touring-lx-_JM#position=35&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Maraya - Pereira
35,Renault,Kwid,2020,Gris,Gasolina,5,Mecánica,1000,Hatchback,51871 km,42.500.000,https://carro.mercadolibre.com.co/MCO-933393000-audi-q2-35-tfsi-ambition-14-aut-sec-fwd-2021-522-_JM#position=36&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Providencia - Pereira
36,Kia,Picanto,2015,Rojo,Gasolina,5,Mecánica,1248,Hatchback,69789 km,37.500.000,https://carro.mercadolibre.com.co/MCO-930482024-nissan-qashqai-20-exclusive-_JM#position=37&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Dosquebradas
37,Renault,Stepway,2022,Gris,Gasolina,5,Mecánica,1600,Hatchback,15672 km,66.500.000,https://carro.mercadolibre.com.co/MCO-927772835-renault-kwid-zen-_JM#position=38&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,30 de Agosto - Pereira
38,Ford,Ranger,2022,Gris,Diésel,4,Automática,3.200,NA,21000 km,185.900.000,https://carro.mercadolibre.com.co/MCO-926889071-kia-picanto-ex-_JM#position=39&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,30 de Agosto - Pereira
39,Mercedes-Benz,Clase C,2018,Plateado,Gasolina,4,Automática,2.0,Sedán,43700 km,115.000.000,https://carro.mercadolibre.com.co/MCO-926901708-renault-stepway-intens-mt-_JM#position=40&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,30 de Agosto - Pereira
40,Chevrolet,D-Max,2014,Blanco,Diésel,2,Mecánica,2.5,Pick-Up,166000 km,72.000.000,https://carro.mercadolibre.com.co/MCO-926145679-ford-ranger-32-limited-_JM#position=41&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Dosquebradas
41,Nissan,Patrol,2007,Blanco,Diésel,5,Mecánica,3.0,Camioneta,207000 km,60.000.000,https://carro.mercadolibre.com.co/MCO-924547175-mercedes-benz-clase-c-20-cgi-exclusive-_JM#position=42&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Pinares - Pereira
42,Mercedes-Benz,Clase C,2021,Plateado,Gasolina,5,Automática,2.0,Sedán,15000 km,149.900.000,https://carro.mercadolibre.com.co/MCO-924225150-chevrolet-d-max-estacas-aa-25-mec-fwd-2014-051-_JM#position=43&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Providencia - Pereira
43,Mazda,2,2019,Plateado,Gasolina,5,Automática,1.5,Sedán,46000 km,64.900.000,https://carro.mercadolibre.com.co/MCO-924061527-nissan-patrol-30-diesel-mec-4x4-2007-500-_JM#position=44&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Providencia - Pereira
44,Kia,Sportage,2017,Plateado,Gasolina,5,Automática,2.0,Camioneta,92000 km,87.000.000,https://carro.mercadolibre.com.co/MCO-922178946-mercedes-benz-c200-20-aut-sec-fwd-mod-2021-715-_JM#position=45&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Providencia - Pereira
45,Nissan,Qashqai,2014,Gris,Gasolina,5,Mecánica,1.6,Camioneta,84600 km,57.000.000,https://carro.mercadolibre.com.co/MCO-921517628-mazda-2-15-touring-_JM#position=46&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Alamos - Pereira
46,,,,,,,,,,,,https://carro.mercadolibre.com.co/MCO-921192560-kia-sportage-2017-20l-gasolina-4x2-_JM#position=47&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,30 de Agosto - Pereira
47,,,,,,,,,,,,https://carro.mercadolibre.com.co/MCO-920631284-nissan-qashqai-16-mec-fwd-2014-756-_JM#position=48&search_layout=grid&type=item&tracking_id=1cd73180-8a79-4d61-b189-17a356fe4fc9,Providencia - Pereira
48,Chevrolet,Tracker,2014,Negro,Gasolina,4,Automática,1.8,Camioneta,102000 km,49.800.000,https://carro.mercadolibre.com.co/MCO-918927450-chevrolet-tracker-18-lt-_JM#position=1&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Centro - Pereira
49,Kia,Rio,2016,Gris,Gasolina,5,Mecánica,1248,Hatchback,88530 km,48.500.000,https://carro.mercadolibre.com.co/MCO-917244835-kia-rio-ub-ex-_JM#position=2&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,30 de Agosto - Pereira
50,Renault,Kwid,2020,Blanco,Gasolina,5,Mecánica,1000,Hatchback,22455 km,44.500.000,https://carro.mercadolibre.com.co/MCO-917139351-renault-kwid-outsider-_JM#position=3&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,30 de Agosto - Pereira
51,Chevrolet,Tracker,2021,Plateado,Gasolina,5,Automática,turbo 1.2,SUV,17000 km,94.800.000,https://carro.mercadolibre.com.co/MCO-915893599-chevrolet-tracker-premier-turbo-_JM#position=4&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Dosquebradas
52,BMW,X3,2005,Plateado,Gasolina,5,Automática,3.0,Camioneta,129000 km,48.900.000,https://carro.mercadolibre.com.co/MCO-910016121-bmw-x3-e83-30i-_JM#position=5&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Dosquebradas
53,Mazda,CX-5,2016,Blanco,Gasolina,5,Automática,2.5,Camioneta,89000 km,97.000.000,https://carro.mercadolibre.com.co/MCO-908853595-mazda-cx-5-25-grand-touring-lx-blindaje-2plus-_JM#position=6&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,La Villa - Pereira
54,Nissan,Sentra,2021,Rojo,Gasolina,4,Automática,2.000,Sedán,12127 km,94.900.000,https://carro.mercadolibre.com.co/MCO-907230227-nissan-sentra-20-b18-sr-_JM#position=7&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Cerritos - Pereira
55,Chevrolet,Tracker,2018,Blanco,Gasolina,5,Mecánica,1.8,Camioneta,20343 km,67.000.000,https://carro.mercadolibre.com.co/MCO-907096844-chevrolet-tracker-18-ltz-_JM#position=8&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Centro - Pereira
56,Mazda,CX-30,2021,Rojo,Gasolina,5,Automática,2.5,Camioneta,18772 km,120.000.000,https://carro.mercadolibre.com.co/MCO-905234244-mazda-cx-30-25-grand-touring-4x2-_JM#position=9&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Los Alpes - Pereira
57,Kia,Rio,2014,Rojo,Gasolina,5,Mecánica,1248,Sedán,99559 km,42.500.000,https://carro.mercadolibre.com.co/MCO-901645279-kia-rio-_JM#position=10&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Belalcazar - Pereira
58,Mercedes-Benz,Clase E,2013,Blanco,Diésel,4,Automática,2.2,Sedán,61700 km,74.900.000,https://carro.mercadolibre.com.co/MCO-911996537-mercedes-benz-e220-diesel-cdi-_JM#position=11&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Pinares - Pereira
59,Toyota,Hilux,2022,Gris,Diésel,4,Automática,2.400,NA,35 km,230.000.000,https://carro.mercadolibre.com.co/MCO-939275807-toyota-hilux-24-_JM#position=12&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Cuba - Pereira
60,Jeep,Wrangler,2015,Naranja,Gasolina,3,Mecánica,3.6,Camioneta,50449 km,178.000.000,https://carro.mercadolibre.com.co/MCO-938905284-jeep-wrangler-36-sport-_JM#position=13&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Pinares - Pereira
61,Nissan,Sentra,2015,Azul,Gasolina,4,Automática,1.8,Sedán,106000 km,52.000.000,https://carro.mercadolibre.com.co/MCO-938955690-nissan-sentra-18-b17-advance-_JM#position=14&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Maraya - Pereira
62,Chevrolet,D-Max,2014,Blanco,Diésel,2,Mecánica,2.5,Pick-Up,243000 km,69.900.000,https://carro.mercadolibre.com.co/MCO-938215038-chevrolet-dmax-estacas-aa-25-mec-fwd-2014-012-_JM#position=15&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Providencia - Pereira
63,Nissan,Frontier,2015,Blanco,Diésel,2,Mecánica,2.5,Pick-Up,169000 km,92.000.000,https://carro.mercadolibre.com.co/MCO-937683377-nissan-frontier-np300-2015-_JM#position=16&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Turin - Pereira
64,Subaru,Forester,2011,Gris,Gasolina,5,Mecánica,2.0,Camioneta,158000 km,51.000.000,https://carro.mercadolibre.com.co/MCO-937017753-subaru-forester-20-xs-4x4-_JM#position=17&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Turin - Pereira
65,Mazda,3,2011,Negro,Gasolina,4,Automática,1.6,Sedán,105444 km,33.500.000,https://carro.mercadolibre.com.co/MCO-933368335-mazda-3-16-z6na7-_JM#position=18&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Centro - Pereira
66,Chevrolet,Spark GT,2016,Gris,Gasolina,4,Mecánica,1.2,Hatchback,56650 km,34.500.000,https://carro.mercadolibre.com.co/MCO-932793716-chevrolet-spark-gt-12-ltz-_JM#position=19&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Cuba - Pereira
67,BMW,Serie 1,2017,Blanco,Gasolina,5,Automática,2.0,Hatchback,35530 km,85.000.000,https://carro.mercadolibre.com.co/MCO-928073553-bmw-serie-1-20-120i-f20-lci-m-edition-_JM#position=20&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Pinares - Pereira
68,Toyota,Fortuner,2015,Blanco,Gasolina,5,Automática,2.7,Camioneta,115500 km,120.000.000,https://carro.mercadolibre.com.co/MCO-927946446-toyota-fortuner-27l-4x2-_JM#position=21&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Los Alpes - Pereira
69,Nissan,March,2018,Gris,Gasolina,5,Mecánica,1.6,Hatchback,30500 km,46.000.000,https://carro.mercadolibre.com.co/MCO-926548429-nissan-march-16-sense-_JM#position=22&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Santa Rosa De Cabal
70,Subaru,Impreza,2008,Gris,Gasolina,5,Mecánica,1.5,Camioneta,105320 km,32.000.000,https://carro.mercadolibre.com.co/MCO-926548062-subaru-impreza-15r-awd-gh-_JM#position=23&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Alamos - Pereira
71,Renault,Duster,2019,Gris,Gasolina,5,Mecánica,2.0,Camioneta,42200 km,66.900.000,https://carro.mercadolibre.com.co/MCO-925334618-renault-duster-20-dynamique-4x4-_JM#position=24&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Pinares - Pereira
72,Mahindra,Pik-Up,2019,Negro,Diésel,4,Mecánica,2.2,Pick-Up,37500 km,90.000.000,https://carro.mercadolibre.com.co/MCO-925296262-mahindra-pik-up-22-high-_JM#position=25&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Dosquebradas
73,Toyota,SAHARA,2018,Blanco,Diésel,5,Automática,4.500,Station Wagon,50000 km,420.000.000,https://carro.mercadolibre.com.co/MCO-923721404-toyota-sahara-45-executive-lounge-blindaje-2-plus-_JM#position=26&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Cerritos - Pereira
74,Renault,Sandero,2018,Gris,Gasolina,5,Mecánica,1.6,Hatchback,59000 km,41.500.000,https://carro.mercadolibre.com.co/MCO-923237684-renault-sandero-16-_JM#position=27&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Centro - Pereira
75,Nissan,March,2021,Gris,Gasolina,5,Mecánica,1.6,Hatchback,20000 km,46.550.000,https://carro.mercadolibre.com.co/MCO-920825280-nissan-march-_JM#position=28&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Maraya - Pereira
76,Renault,Sandero,2022,Blanco,Gasolina,5,Mecánica,1.600,Hatchback,2900 km,50.500.000,https://carro.mercadolibre.com.co/MCO-918870088-renault-sandero-16-life-_JM#position=29&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Cerritos - Pereira
77,BMW,X4,2018,Blanco,Diésel,5,Automática,2.0,Camioneta,56000 km,158.500.000,https://carro.mercadolibre.com.co/MCO-910642355-bmw-x4-20-xdrive20d-xline-_JM#position=30&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Pinares - Pereira
78,Chevrolet,Onix,2021,Blanco,Gasolina,5,Mecánica,1.0,Sedán,20300 km,62.000.000,https://carro.mercadolibre.com.co/MCO-938794731-chevrolet-onix-10t-mecanica-_JM#position=31&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Dosquebradas
79,Renault,Duster,2015,Blanco,Gasolina,5,Automática,2.0,Camioneta,119700 km,54.500.000,https://carro.mercadolibre.com.co/MCO-923959810-renault-duster-20-dynamique-4x2-_JM#position=32&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Centenario - Pereira
80,Kia,Sportage,2017,Plateado,Gasolina,5,Automática,2.0,Camioneta,89000 km,84.000.000,https://carro.mercadolibre.com.co/MCO-924791300-kia-sportage-20l-4x2-_JM#position=33&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Cerritos - Pereira
81,Chevrolet,Beat,2019,Gris,Gasolina,5,Mecánica,1.2,Sedán,23850 km,46.500.000,https://carro.mercadolibre.com.co/MCO-936690155-chevrolet-beat-2019-_JM#position=34&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Pinares - Pereira
82,Toyota,Corolla,2011,Plateado,Gasolina,4,Mecánica,1.6,Sedán,114000 km,36.950.000,https://carro.mercadolibre.com.co/MCO-931428687-toyota-corolla-16-xli-_JM#position=35&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,30 de Agosto - Pereira
83,Chevrolet,Spark GT,2013,Negro,Gasolina,4,Mecánica,1.2,Hatchback,85500 km,31.000.000,https://carro.mercadolibre.com.co/MCO-929999357-chevrolet-spark-gt-12-_JM#position=36&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,30 de Agosto - Pereira
84,Chevrolet,Onix,2017,Gris,Gasolina,4,Automática,1.4,Hatchback,85140 km,46.000.000,https://carro.mercadolibre.com.co/MCO-926503268-chevrolet-onix-14-ltz-automatica-_JM#position=37&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Villa Verde - Pereira
85,Honda,CR-V,2016,Gris,Gasolina,5,Automática,2.4,Camioneta,110000 km,95.000.000,https://carro.mercadolibre.com.co/MCO-926540243-honda-cr-v-24-exlc-4wd-_JM#position=38&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Centro - Pereira
86,Nissan,Tiida,2012,Negro,Gasolina,5,Automática,1.8,Hatchback,130000 km,34.500.000,https://carro.mercadolibre.com.co/MCO-926538751-nissan-tiida-at-2012-_JM#position=39&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Turin - Pereira
87,Kia,Rio,2019,Blanco,Gasolina,5,Automática,1.4,Hatchback,22500 km,60.900.000,https://carro.mercadolibre.com.co/MCO-923958261-kia-rio-14-vibrant-hb-5p-_JM#position=40&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,Belmonte - Pereira
88,Renault,Twingo,2013,Gris,Gasolina,3,Mecánica,1.2,Hatchback,72000 km,21.500.000,https://carro.mercadolibre.com.co/MCO-923714659-renault-twingo-12-access-_JM#position=41&search_layout=grid&type=item&tracking_id=3c7dc58b-f59e-4e16-a915-3c28305da614,30 de Agosto - Pereira
