,Marca,Modelo,Año,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Precio,Link,Ubicación
120,Suzuki,Swift,2022,Plateado,Híbrido,5,Mecánica,K12C,Hatchback,0 km,78.030.000,https://carro.mercadolibre.com.co/MCO-922475371-suzuki-swift-hibrido-_JM,Laureles - Manizales - Caldas
121,Suzuki,Swift,2015,Gasolina,5,Mecánica,1.4,Hatchback,NA,87000 km,37.800.000,https://carro.mercadolibre.com.co/MCO-876918578-suzuki-swift-2015-14-gl-_JM,Manizales - Caldas
122,Peugeot,2008,2022,Plateado,Gasolina,5,Automática,1.6,SUV,0 km,81.990.000,https://carro.mercadolibre.com.co/MCO-865037238-peugeot-2008-_JM,La Enea - Manizales - Caldas
123,Jeep,Renegade,2022,Plateado,Gasolina,5,Automática,1.8,SUV,0 km,113.990.000,https://carro.mercadolibre.com.co/MCO-863572129-jeep-renegade-automatico-18-_JM,La Enea - Manizales - Caldas
124,Jeep,Renegade,2022,Rojo,Gasolina,5,Mecánica,1.8,SUV,0 km,99.990.000,https://carro.mercadolibre.com.co/MCO-863463234-jeep-renegade-_JM,La Enea - Manizales - Caldas
125,RAM,BigHorn,2022,Negro,Gasolina,5,Mecánica,1.4,SUV,0 km,84.990.000,https://carro.mercadolibre.com.co/MCO-863421778-ram-700-bighorn-_JM,La Enea - Manizales - Caldas
126,Mercedes-Benz,Clase A,2023,Plateado,Gasolina,4,Automática,1332cc/161hp/250_Nm,Sedán,0 km,175.900.000,https://carro.mercadolibre.com.co/MCO-938936864-mercedes-benz-a200-amg-line-_JM,Lunes a viernes de 8:30 am a 7:00 pm Sábados 9:00am a 1:00pm
127,Mercedes-Benz,Clase GLC,2022,Plateado,Híbrido,5,Automática,1.991cc/208hp/350Nm+90kW/440Nm,Coupé,0 km,280.900.000,https://carro.mercadolibre.com.co/MCO-938323760-mercedes-benz-glc300e-4matic-coupe-_JM,Lunes a viernes de 8:30 am a 7:00 pm Sábados 9:00am a 1:00pm
128,Chevrolet,Aveo,2013,Gasolina,4,Mecánica,1.6,Sedán,NA,41000 km,32.500.000,https://carro.mercadolibre.com.co/MCO-936671308-chevrolet-aveo-2013-16-sd-_JM,Manizales - Caldas
129,Toyota,Hilux,2013,Diésel,2,Mecánica,2.5,Pick-Up,NA,145000 km,96.000.000,https://carro.mercadolibre.com.co/MCO-932517407-toyota-hilux-2013-25-imv-4x4-_JM,Manizales - Caldas
130,Jeep,Grand Cherokee,2020,Gasolina,5,Automática,3.6,Camioneta,NA,37800 km,179.800.000,https://carro.mercadolibre.com.co/MCO-928021497-jeep-grand-cherokee-2020-36-limited-_JM,Manizales - Caldas
131,Ford,Ecosport 2,2017,Gris,Gasolina,5,Automática,2.0,Camioneta,140000 km,50.000.000,https://carro.mercadolibre.com.co/MCO-918950500-ford-ecosport-2017-_JM,La Enea - Manizales - Caldas
132,BMW,X3,2011,Gasolina,5,Automática,3.0,Camioneta,NA,50000 km,79.900.000,https://carro.mercadolibre.com.co/MCO-932055512-bmw-x3-2011-30-f25-xdrive35i-executive-_JM,Manizales - Caldas
133,Subaru,Forester,2015,Gasolina,5,Automática,2.0,Camioneta,NA,93000 km,75.000.000,https://carro.mercadolibre.com.co/MCO-928768395-subaru-forester-2015-20-cvt-_JM,Manizales - Caldas
134,Volkswagen,Gol,2022,Gris,Gasolina,5,Automática,1.6,Hatchback,0 km,65.990.000,https://carro.mercadolibre.com.co/MCO-857275113-volkswagen-gol-comfortline-at-_JM,LUNES A SABADO DE 7:00 AM A 7:00PM
135,Renault,Sandero,2016,Gasolina,5,Mecánica,1.6,Hatchback,NA,130600 km,34.000.000,https://carro.mercadolibre.com.co/MCO-938221090-renault-sandero-2016-16-expression-90-hp-_JM,Manizales - Caldas
136,Kia,Picanto,2015,Blanco,Gasolina,5,Automática,1.2,Hatchback,87000 km,36.000.000,https://carro.mercadolibre.com.co/MCO-928843116-kia-picanto-_JM,Chipre - Manizales - Caldas
137,Mitsubishi,ASX,2016,Azul,Gasolina,5,Automática,2.0,Camioneta,107000 km,59.500.000,https://carro.mercadolibre.com.co/MCO-924515240-mitsubishi-asx-20-gls-_JM,Manizales - Caldas
138,Ford,Explorer,2017,Gris,Gasolina,5,Automática,3.5,Camioneta,73000 km,125.000.000,https://carro.mercadolibre.com.co/MCO-920659711-ford-explorer-2017-_JM,La Enea - Manizales - Caldas
139,Mazda,3,2018,Gasolina,4,Automática,2.0,Sedán,NA,45000 km,78.000.000,https://carro.mercadolibre.com.co/MCO-937014752-mazda-3-2018-20-grand-touring-_JM,Manizales - Caldas
140,JAC,S2,2018,Gasolina,5,Mecánica,1.5,Camioneta,NA,54500 km,44.000.000,https://carro.mercadolibre.com.co/MCO-934395494-jac-s2-2018-15-hfc7151eav-_JM,Manizales - Caldas
141,Nissan,Kicks,2021,Gris,Gasolina,5,Automática,1.6,Camioneta,24000 km,90.000.000,https://carro.mercadolibre.com.co/MCO-933275253-nissan-kicks-exclusive-2021-_JM,Centro - Manizales - Caldas
142,Toyota,Land Cruiser,2013,Gasolina,2,Mecánica,4.0,Pick-Up,NA,165000 km,153.000.000,https://carro.mercadolibre.com.co/MCO-932594541-toyota-land-cruiser-2013-40-grj79-chasis-_JM,Manizales - Caldas
143,Toyota,Hilux,2012,Gris,Diésel,4,Automática,diésel,Camioneta,130000 km,127.000.000,https://carro.mercadolibre.com.co/MCO-910518034-toyota-hilux-modelo-2012-diesel-4x4-automatica-3000-cc-_JM,Milán - Manizales - Caldas
144,Renault,Duster,2014,Gasolina,5,Mecánica,2.0,Camioneta,NA,140000 km,52.000.000,https://carro.mercadolibre.com.co/MCO-937030024-renault-duster-2014-20-dynamique-4x4-_JM,Manizales - Caldas
145,Nissan,Qashqai,2019,Gris,Gasolina,5,Automática,2.0,Camioneta,62000 km,90.000.000,https://carro.mercadolibre.com.co/MCO-934752663-nissan-qashqai-advance-2019-_JM,Centro - Manizales - Caldas
146,Nissan,X-Trail,2018,Plateado,Gasolina,5,Automática,2.5,Camioneta,62000 km,97.000.000,https://carro.mercadolibre.com.co/MCO-934789586-nissan-x-trail-advance-2018-_JM,Centro - Manizales - Caldas
147,Dodge,Ram,2012,Gasolina,2,Automática,5.7,Pick-Up,NA,80000 km,82.000.000,https://carro.mercadolibre.com.co/MCO-923122210-dodge-ram-2012-57-1500-slt-4x4-_JM,Manizales - Caldas
148,Volkswagen,Fox,2020,Gris,Gasolina,5,Mecánica,1.6,Hatchback,22000 km,53.800.000,https://carro.mercadolibre.com.co/MCO-920827098-volkswagen-fox-xtrem-16-2020-_JM,San Marcel - Manizales - Caldas
149,Chevrolet,Beat,2020,Gasolina,4,Mecánica,1.2,Sedán,NA,36000 km,41.500.000,https://carro.mercadolibre.com.co/MCO-905968005-chevrolet-beat-2020-12-ls-81-hp-_JM,La Dorada - Caldas
150,Nissan,Versa,2018,Plateado,Gasolina,4,Mecánica,1.6,Sedán,22000 km,48.500.000,https://carro.mercadolibre.com.co/MCO-937589082-nissan-versa-sense-2018-_JM,Centro - Manizales - Caldas
151,Renault,Koleos,2018,Blanco,Gasolina,5,Automática,2.5,Camioneta,99000 km,95.000.000,https://carro.mercadolibre.com.co/MCO-918891220-renault-new-koleos-2018-_JM,Milán - Manizales - Caldas
152,Ford,Ranger,2020,Blanco,Diésel,4,Automática,Pick-Up,NA,28900 km,145.000.000,https://carro.mercadolibre.com.co/MCO-938299477-ford-ranger-32-xlt-2020-_JM,"Solo chat, no llamadas cualquier hora"
153,Hyundai,Accent,2014,Blanco,Gasolina,5,Mecánica,1.6,Hatchback,120508 km,41.000.000,https://carro.mercadolibre.com.co/MCO-934925014-hyundai-i25-accent-16l-5-p-_JM,Risaralda - Caldas
154,Jeep,Renegade,2022,Gris,Gasolina,5,Mecánica,1800,SUV,15000 km,83.000.000,https://carro.mercadolibre.com.co/MCO-913630416-jeep-renegade-mecanico-_JM,El Trébol - Manizales - Caldas
155,Toyota,Prado,2014,Plateado,Diésel,5,Automática,3.0,Camioneta,157000 km,172.000.000,https://carro.mercadolibre.com.co/MCO-930083266-toyota-prado-30-tx-l-_JM,Palermo - Manizales - Caldas
156,Volkswagen,T-Cross,2022,Plateado,Gasolina,5,Automática,1.0t,Station Wagon,0 km,91.990.000,https://carro.mercadolibre.com.co/MCO-858531728-volkswagen-t-cross-_JM,La Rambla - Manizales - Caldas
157,Mercedes-Benz,Clase GLC,2018,Gasolina,5,Automática,2.0,Camioneta,NA,49000 km,155.000.000,https://carro.mercadolibre.com.co/MCO-922203569-mercedes-benz-clase-glc-2018-20-4matic-_JM,Manizales - Caldas
158,Hyundai,Excel,1994,Blanco,Gasolina,4,Mecánica,1.3,Sedán,250000 km,6.500.000,https://carro.mercadolibre.com.co/MCO-937660929-hyundai-excel-1994-_JM,Supia - Caldas
159,Nissan,Tiida,2012,Gasolina,4,Mecánica,1.8,Sedán,NA,81000 km,34.000.000,https://carro.mercadolibre.com.co/MCO-922634745-nissan-tiida-2012-18-comfort-_JM,Viterbo - Caldas
160,Peugeot,2008,2022,Gris,Gasolina,5,Mecánica,1.2 TURBO,SUV,11000 km,95.000.000,https://carro.mercadolibre.com.co/MCO-916933507-peugeot-2008-active-2-10000-km-_JM,Laureles - Manizales - Caldas
161,Kia,Sportage,2012,Gasolina,5,Mecánica,2.0,Camioneta,NA,89000 km,61.900.000,https://carro.mercadolibre.com.co/MCO-910643481-kia-sportage-2012-20-revolution-gasolina-4x2-_JM,Chinchiná - Caldas
162,Mazda,CX-5,2013,Gasolina,5,Mecánica,2.0,Camioneta,NA,121000 km,67.800.000,https://carro.mercadolibre.com.co/MCO-911689295-mazda-cx-5-2013-20-high-fwd-_JM,Chinchiná - Caldas
163,Kia,Picanto,2019,Blanco,Gasolina,5,Mecánica,1200,Hatchback,77000 km,50.000.000,https://carro.mercadolibre.com.co/MCO-922655900-kia-picanto-gt-line-_JM,disponible
164,Nissan,Sentra,2015,Gasolina,4,Mecánica,1.6,Sedán,NA,106000 km,34.500.000,https://carro.mercadolibre.com.co/MCO-911720823-nissan-sentra-2015-16-b13-_JM,Chinchiná - Caldas
165,Volkswagen,Golf,2016,Blanco,Gasolina,5,Automática,2.0,Hatchback,59000 km,88.000.000,https://carro.mercadolibre.com.co/MCO-935119644-volkswagen-golf-gti-performance-_JM,Bosques de Niza - Manizales - Caldas
166,Nissan,March,2016,Gasolina,5,Mecánica,1.6,Hatchback,NA,77000 km,40.500.000,https://carro.mercadolibre.com.co/MCO-927495615-nissan-march-2016-16-sense-_JM,Manizales - Caldas
167,Nissan,March,2015,Blanco,Gasolina,5,Mecánica,1.6,Hatchback,65000 km,35.500.000,https://carro.mercadolibre.com.co/MCO-922628740-nissan-march-16-active-_JM,Palermo - Manizales - Caldas
168,Suzuki,Baleno,2019,Gris,Gasolina,5,Automática,1.4,Hatchback,44000 km,50.700.000,https://carro.mercadolibre.com.co/MCO-930661289-suzuki-baleno-_JM,Chipre - Manizales - Caldas
169,Chevrolet,AVEO EMOTION,2013,Gasolina,4,Mecánica,1.6,Sedán,NA,134100 km,28.800.000,https://carro.mercadolibre.com.co/MCO-922765056-chevrolet-aveo-emotion-2013-16l-_JM,Pácora - Caldas
170,Chevrolet,D-Max,2019,Diésel,2,Mecánica,2.5,Pick-Up,NA,61000 km,112.000.000,https://carro.mercadolibre.com.co/MCO-916978013-chevrolet-d-max-2019-25l-mecanica-4x4-_JM,Manizales - Caldas
171,Renault,Clio,2015,Gris,Gasolina,5,Mecánica,1.2,Hatchback,89000 km,27.500.000,https://carro.mercadolibre.com.co/MCO-930177487-renault-clio-campus-_JM,La Enea - Manizales - Caldas
172,Mercedes-Benz,Clase GLK,2012,Gris,Diésel,5,Automática,2.2,Camioneta,94000 km,70.500.000,https://carro.mercadolibre.com.co/MCO-912358620-mercedes-benz-clase-glk-2012-22-cdi-4matic-_JM,de lunes a sábado 8 a 12 y 2 a 6
173,Volkswagen,Gol,2018,Plateado,Gasolina,5,Mecánica,1.6,Hatchback,48000 km,41.000.000,https://carro.mercadolibre.com.co/MCO-899637805-volkswaguen-gol-2018-_JM,Villamaria - Caldas
174,Volkswagen,Tiguan,2018,Gasolina,5,Automática,2.0,Camioneta,NA,55000 km,95.000.000,https://carro.mercadolibre.com.co/MCO-922678502-volkswagen-tiguan-2018-allspace-trendline-20-tsi-4motion-_JM,Villamaria - Caldas
175,Nissan,March,2015,Blanco,Gasolina,5,Mecánica,1.6,Hatchback,104000 km,34.000.000,https://carro.mercadolibre.com.co/MCO-922190574-nissan-march-16-active-2015-_JM,Lunes a viernes 9 a 18 horas
176,Toyota,Hilux,2015,Blanco,Diésel,2,Mecánica,2.5,Pick-Up,91326 km,121.000.000,https://carro.mercadolibre.com.co/MCO-926870818-toyota-2015-_JM,Baja Suiza - Manizales - Caldas
177,Nissan,Frontier,2020,Gris,Diésel,4,Automática,2.5,Pick-Up,42000 km,165.000.000,https://carro.mercadolibre.com.co/MCO-902083376-nissan-frontier-le-x-gear-25-automatica-diesel-4x4-_JM,Palermo - Manizales - Caldas
178,Renault,Kangoo,2015,Blanco,Gasolina,4,Mecánica,1.6,Furgón,65700 km,34.000.000,https://carro.mercadolibre.com.co/MCO-932597446-renault-_JM,lunes a domingo a toda hora
179,Nissan,Kicks,2021,Gasolina,5,Automática,1.6,Camioneta,NA,24500 km,92.000.000,https://carro.mercadolibre.com.co/MCO-922839709-nissan-kicks-2021-16-exclusive-_JM,Manizales - Caldas
180,Suzuki,Grand Vitara,2016,Gasolina,5,Mecánica,2.4,Camioneta,NA,126000 km,68.000.000,https://carro.mercadolibre.com.co/MCO-911153967-suzuki-grand-vitara-2016-24-sz-glx-sport-4x4-_JM,Manizales - Caldas
181,Renault,Twingo,2009,Negro,Gasolina,3,Mecánica,1.2,Hatchback,198000 km,16.900.000,https://carro.mercadolibre.com.co/MCO-931951358-renault-twingo-2009-12-u-authentique-_JM,Manizales - Caldas
182,Renault,Sandero,2016,Gris,Gasolina,5,Automática,1.6,Hatchback,54000 km,41.000.000,https://carro.mercadolibre.com.co/MCO-916544443-renault-_JM,Los Agustinos - Manizales - Caldas
183,Chevrolet,Tracker,2015,Gasolina,5,Mecánica,1.8,Camioneta,NA,108000 km,49.800.000,https://carro.mercadolibre.com.co/MCO-938278315-chevrolet-tracker-2015-18-ls-_JM,La Dorada - Caldas
184,Suzuki,Grand Vitara,2016,Gasolina,5,Mecánica,2.4,Camioneta,NA,46000 km,70.000.000,https://carro.mercadolibre.com.co/MCO-926661927-suzuki-grand-vitara-2016-24-sz-glx-sport-4x4-_JM,Manizales - Caldas
185,Suzuki,S-Cross,2016,Gris,Gasolina,5,Mecánica,1.6,Camioneta,85000 km,55.000.000,https://carro.mercadolibre.com.co/MCO-928622665-suzuki-s-cross-all-grip-2016-_JM,4 am a 5pm
186,Ford,Ecosport,2021,Gris,Gasolina,5,Automática,2.000,NA,13900 km,86.000.000,https://carro.mercadolibre.com.co/MCO-914833004-ford-ecosport-titanium-_JM,Villa Pilar - Manizales - Caldas
187,Toyota,Prado,2013,Blanco,Diésel,5,Automática,3.0,Camioneta,124000 km,165.000.000,https://carro.mercadolibre.com.co/MCO-908568682-toyota-prado-txl-_JM,Palermo - Manizales - Caldas
188,Renault,Logan,2011,Rojo,Gasolina,4,Mecánica,1.4,Sedán,142000 km,25.500.000,https://carro.mercadolibre.com.co/MCO-932012420-renault-_JM,El Bosque - Manizales - Caldas
189,Chevrolet,Optra,2012,Rojo,Gasolina,4,Mecánica,1.6,Sedán,101000 km,32.000.000,https://carro.mercadolibre.com.co/MCO-924554754-chevrolet-optra-16-modelo-2012-_JM,Lunes a Domingo
190,Ford,Ranger,2008,Gris,Gasolina,4,Mecánica,2.2,Pick-Up,200000 km,49.000.000,https://carro.mercadolibre.com.co/MCO-932587738-ford-ranger-doble-cabina-camioneta-4x2-2008-perfecto-estado-_JM,8 a 8
191,Subaru,Impreza,2017,Gasolina,5,Automática,2.0,Station Wagon,NA,5250 km,82.000.000,https://carro.mercadolibre.com.co/MCO-939689602-subaru-impreza-_JM,Manizales - Caldas
192,Audi,A4,2011,Negro,Gasolina,4,Mecánica,1.8,Sedán,50900 km,52.500.000,https://carro.mercadolibre.com.co/MCO-936683319-audi-_JM,Alhambra - Manizales - Caldas
193,Renault,Logan,2017,Gasolina,4,Automática,1.6,Sedán,NA,58900 km,38.700.000,https://carro.mercadolibre.com.co/MCO-939432563-renault-logan-2017-16-expression-life--_JM,Manizales - Caldas
194,Volkswagen,Jetta,2016,Gasolina,4,Mecánica,2.0,Sedán,NA,77000 km,50.000.000,https://carro.mercadolibre.com.co/MCO-937021162-volkswagen-jetta-2016-20-trendline-_JM,Manizales - Caldas
195,Hyundai,Atos,2007,Gasolina,5,Mecánica,1.1,Hatchback,NA,88543 km,22.900.000,https://carro.mercadolibre.com.co/MCO-933205854-hyundai-atos-2007-11-santro-_JM,Manizales - Caldas
196,Volkswagen,Gol,2018,Gasolina,5,Mecánica,1.6,Hatchback,NA,69000 km,41.800.000,https://carro.mercadolibre.com.co/MCO-936045502-volkswagen-gol-2018-16-trendline-_JM,Manizales - Caldas
197,Hyundai,Accent,2009,Gasolina,4,Mecánica,1.6,Sedán,NA,150000 km,26.000.000,https://carro.mercadolibre.com.co/MCO-931188977-hyundai-accent-2009-16-gls-4-p-_JM,Manizales - Caldas
198,BMW,Serie 1,2011,Gasolina,5,Automática,2.0,Hatchback,NA,84000 km,60.000.000,https://carro.mercadolibre.com.co/MCO-922783958-bmw-serie-1-2011-20-120i-e87-_JM,Villamaria - Caldas
199,Volkswagen,Jetta,2011,Gasolina,4,Mecánica,1.8,Sedán,NA,116000 km,43.500.000,https://carro.mercadolibre.com.co/MCO-931186679-volkswagen-jetta-2011-18-gli-_JM,Manizales - Caldas
200,Ford,Escape,2020,Gasolina,5,Automática,2.0,Camioneta,NA,20000 km,95.000.000,https://carro.mercadolibre.com.co/MCO-924910637-ford-escape-2020-20-se-4x2-_JM,Manizales - Caldas
201,Chevrolet,Sail,2014,Gasolina,5,Mecánica,1.4,Hatchback,NA,41500 km,29.000.000,https://carro.mercadolibre.com.co/MCO-939457780-chevrolet-sail-2014-14-lt-5-p-_JM,Manizales - Caldas
202,Chevrolet,Cruze,2017,Gasolina,4,Automática,1.4,Sedán,NA,18000 km,66.000.000,https://carro.mercadolibre.com.co/MCO-938029691-chevrolet-cruze-2017-14-ltz-4-p-_JM,Riosucio - Caldas
203,Volkswagen,Fox,2019,Gasolina,5,Automática,1.6,Hatchback,NA,48950 km,52.000.000,https://carro.mercadolibre.com.co/MCO-937485022-volkswagen-fox-2019-16-xtreme-_JM,Manizales - Caldas
204,Audi,Q5,2019,Gasolina,5,Automática,2.0,Camioneta,NA,34000 km,170.000.000,https://carro.mercadolibre.com.co/MCO-935616752-audi-q5-2019-20-tfsi-quattro-ambition-_JM,Manizales - Caldas
