,Marca,Modelo,Año,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Precio,Link,Ubicación
0,Subaru,Forester,2010,Blanco,Gasolina,5,Mecánica,2.0,NA,176798 km,49.500.000,https://carro.mercadolibre.com.co/MCO-918909712-subaru-forester-2010-_JM,Santa Helena - Manizales - Caldas
1,Volkswagen,Voyage,2017,Plateado,Gasolina,5,Mecánica,1.6,Sedán,151600 km,36.000.000,https://carro.mercadolibre.com.co/MCO-916812522-volkswagen-voyage-16confortline-_JM,Centro - Manizales - Caldas
2,Toyota,Hilux,2015,Plateado,Diésel,4,Automática,3.0,Pick-Up,43000 km,175.000.000,https://carro.mercadolibre.com.co/MCO-904934772-toyota-hilux-2015-30-srv-169-hp-_JM,Villamaria - Caldas
3,Fiat,500,2011,Verde,Gasolina,2,Mecánica,1.4,Hatchback,74000 km,38.000.000,https://carro.mercadolibre.com.co/MCO-938271057-fiat-500-14-sport-bz-_JM,Laureles - Manizales - Caldas
4,Renault,Stepway,2022,Gris,Gasolina,5,Mecánica,1.6,Hatchback,0 km,67.300.000,https://carro.mercadolibre.com.co/MCO-858916444-stepway-zen-mt-ph2-_JM,8:00am - 6:00PM
5,Mazda,3,2020,Rojo,Gasolina,4,Automática,2.5,Sedán,25400 km,103.500.000,https://carro.mercadolibre.com.co/MCO-937160731-mazda-3-grand-touring-25-lx-mod-2020-_JM,lunes a domingo 7am pm
6,Toyota,RAV4,2018,Gris,Gasolina,5,Automática,2.0,Camioneta,46700 km,111.000.000,https://carro.mercadolibre.com.co/MCO-919971014-toyota-rav4-2018-20-street-_JM,Manizales - Caldas
7,Toyota,RAV4,2018,Plateado,Gasolina,5,Automática,2.0,Camioneta,71000 km,113.500.000,https://carro.mercadolibre.com.co/MCO-934902090-toyota-rav4-20-street-at-4x2-mod-2018-_JM,lunes a domingo 7am 11pm
8,Toyota,Prado,2011,Blanco,Diésel,5,Automática,3.0,Camioneta,163529 km,142.500.000,https://carro.mercadolibre.com.co/MCO-934907824-toyota-prado-tx-30-at-mod-2011-_JM,lunes a domingo 7am 11pm
9,Mazda,CX-5,2017,Plateado,Gasolina,5,Automática,2.5,Camioneta,98188 km,107.500.000,https://carro.mercadolibre.com.co/MCO-923400038-mazda-cx-5-25-lx-grand-touring-lx-4x4-mod-2017-_JM,lunes a domingo 7am 11pm
10,Mercedes-Benz,Clase E,2022,Blanco,Híbrido,4,Automática,"1.991cc/308+14hp/400+150Nm/0-100:5,8seg",NA,0 km,242.900.000,https://carro.mercadolibre.com.co/MCO-934426479-mercedes-benz-e350-amg-line-_JM,Lunes a Viernes de 8:30am a 7:00 pm sabados de 9:00am a 1:00pm
11,Jeep,Compass,2023,Azul,Gasolina,5,Automática,1.3,SUV,2400 km,138.500.000,https://carro.mercadolibre.com.co/MCO-930317124-jeep-compass-longitude-13-turbo-mod-2023-_JM,lunes a domingo 7am 11pm
12,Suzuki,Swift,2020,Plateado,Gasolina,4,Mecánica,1.2,Sedán,23545 km,51.500.000,https://carro.mercadolibre.com.co/MCO-909446065-suzuki-swift-dzire-12-mt-mod-2020-_JM,lunes a domingo 7am 11pm
13,Toyota,Prado,2011,Negro,Gasolina,3,Automática,2.7,Camioneta,102700 km,120.000.000,https://carro.mercadolibre.com.co/MCO-920701227-toyota-prado-sumo-txl-_JM,Alta Suiza - Manizales - Caldas
14,Mercedes-Benz,Clase GLE,2022,Blanco,Híbrido,5,Automática,3L/428hp+22/520Nm+250/9G,Coupé,0 km,456.900.000,https://carro.mercadolibre.com.co/MCO-932517434-mercedes-amg-gle53-4matic-eq-boost-_JM,lunes a sábado 9am a 6pm
15,Mercedes-Benz,Clase CLA,2022,Blanco,Gasolina,4,Automática,1.991cc/416hp/500Nm/0-100 4seg/250 T.S,Coupé,0 km,323.900.000,https://carro.mercadolibre.com.co/MCO-932598772-mercedes-amg-cla45s-4matic-_JM,"Lunes a Viernes 8:30am a 6:00 pm, Sábados 9:00am a 1:00pm"
16,Jeep,Campero,1954,Rojo,Gasolina,2,Mecánica,1.400,NA,100000 km,29.000.000,https://carro.mercadolibre.com.co/MCO-916530734-jeep-campero-carpado-_JM,Centro - Manizales - Caldas
17,Volkswagen,Jetta,2012,Negro,Gasolina,4,Mecánica,2.5,Sedán,100700 km,55.900.000,https://carro.mercadolibre.com.co/MCO-906815885-volkswagen-jetta-2012-25-comfortline-_JM,Manizales - Caldas
18,Mazda,2,2016,Gris,Gasolina,4,Automática,1.5,Hatchback,80200 km,51.000.000,https://carro.mercadolibre.com.co/MCO-938819652-mazda-2-15-touring-_JM,Los Rosales - Manizales - Caldas
19,Mercedes-Benz,Clase GLA,2022,Gris,Gasolina,5,Automática,1.991cc/302hp/400Nm/0-100:5.2seg,SUV,0 km,249.900.000,https://carro.mercadolibre.com.co/MCO-938266699-mercedes-amg-gla35-4matic-_JM,Lunes a viernes de 8:30 am a 7:00 pm Sábados 9:00am a 1:00pm
20,Peugeot,3008,2021,Blanco,Gasolina,5,Automática,1.6,Camioneta,18295 km,131.900.000,https://carro.mercadolibre.com.co/MCO-937010436-peugeot-gt-line-3008-_JM,La Francia - Manizales - Caldas
21,Toyota,Prado,2010,Gris,Diésel,5,Automática,3.0,Camioneta,154000 km,125.000.000,https://carro.mercadolibre.com.co/MCO-935663960-toyota-prado-tx-_JM,Centro - Manizales - Caldas
22,BMW,Serie 3,1994,Rojo,Gasolina,4,Automática,1.8,Convertible,208000 km,22.000.000,https://carro.mercadolibre.com.co/MCO-933641163-bmw-serie-3-18-318i-_JM,Centro - Manizales - Caldas
23,Toyota,Prado,2016,Blanco,Diésel,5,Automática,3.0,Camioneta,119000 km,220.000.000,https://carro.mercadolibre.com.co/MCO-932077836-toyota-prado-30-tx-fl-_JM,Palermo - Manizales - Caldas
24,Jinbei,H2,2014,Blanco,Diésel,4,Mecánica,2.4,NA,273470 km,60.000.000,https://carro.mercadolibre.com.co/MCO-931415113-jinbei-h2-_JM,Lusitania - Manizales - Caldas
25,Toyota,Fortuner,2011,Blanco,Gasolina,5,Automática,2.7,Camioneta,240000 km,89.000.000,https://carro.mercadolibre.com.co/MCO-926158512-toyota-fortuner-27l-4x4-_JM,Centro - Manizales - Caldas
26,Kia,Picanto,2018,Rojo,Gasolina,4,Mecánica,1.2,Hatchback,30000 km,43.000.000,https://carro.mercadolibre.com.co/MCO-921338960-kia-picanto-12-x-line-_JM,Centro - Manizales - Caldas
27,Volkswagen,Crossfox,2015,Rojo,Gasolina,5,Mecánica,1.6,Hatchback,90000 km,42.000.000,https://carro.mercadolibre.com.co/MCO-914389894-volkswagen-crossfox-16l-hatchback-_JM,Laureles - Manizales - Caldas
28,Ford,Explorer,2019,Blanco,Gasolina,5,Automática,2.3,Camioneta,30000 km,155.000.000,https://carro.mercadolibre.com.co/MCO-913202997-ford-explorer-23-limited-4x4-_JM,Palermo - Manizales - Caldas
29,Citroën,C4 Cactus,2021,Blanco,Gasolina,5,Automática,1.6,Camioneta,27100 km,82.800.000,https://carro.mercadolibre.com.co/MCO-938921099-citroen-c4-cactus-16-shine-turbo-aut-_JM,Centro - Manizales - Caldas
30,Renault,Stepway,2017,Blanco,Gasolina,4,Mecánica,1.6,Hatchback,45700 km,46.000.000,https://carro.mercadolibre.com.co/MCO-927937238-renault-stepway-16-expression-zen-_JM,La Francia - Manizales - Caldas
31,Ssangyong,Actyon,2011,Gris,Diésel,4,Mecánica,2.0,Camioneta,136000 km,39.500.000,https://carro.mercadolibre.com.co/MCO-917234003-ssangyong-actyon-20-d20dt-_JM,Centro - Manizales - Caldas
32,Mazda,CX-5,2020,Gris,Gasolina,5,Automática,2.5,Station Wagon,50000 km,130.000.000,https://carro.mercadolibre.com.co/MCO-934894812-mazda-cx5-grandtouring-modelo-2020-4x2-50000-kms-_JM,24 HORAS
33,Nissan,Qashqai,2015,Gris,Gasolina,5,Automática,2.0,Camioneta,86000 km,74.200.000,https://carro.mercadolibre.com.co/MCO-932870632-nissan-qashqai-20l-4wd-2-4x4-_JM,Chipre - Manizales - Caldas
34,Toyota,Prado,2010,Plateado,Diésel,5,Automática,3.0,Camioneta,188000 km,142.000.000,https://carro.mercadolibre.com.co/MCO-919997659-toyota-prado-tx-l-limited-version-europea-at-3000cc-_JM,Laureles - Manizales - Caldas
35,Mercedes-Benz,Clase GLS,2022,Blanco,Híbrido,5,Automática,3000 EQ BOost,NA,0 km,409.900.000,https://carro.mercadolibre.com.co/MCO-932700802-mercedes-benz-gls450-eq-boost-4-matic-_JM,Lunes a viernes de 9:00 am a 8:00 pm
36,Toyota,Yaris,2022,Blanco,Gasolina,5,Automática,1500,Hatchback,7000 km,85.000.000,https://carro.mercadolibre.com.co/MCO-938853627-toyota-yaris-sport-modelo-2022-7000-kms-_JM,24 HORAS
37,Mini,Cooper,2015,Blanco,Gasolina,2,Mecánica,1.5,Coupé,41000 km,66.000.000,https://carro.mercadolibre.com.co/MCO-914994904-mini-cooper-2015-15-f56-coupe-peeper-_JM,Manizales - Caldas
38,Mazda,2,2019,Azul,Gasolina,4,Automática,1.5,Sedán,48000 km,66.000.000,https://carro.mercadolibre.com.co/MCO-930927194-mazda-2-sedan-automatico-grandtouring-modelo-2019-48000-k-_JM,24 HORAS
39,Chevrolet,Tracker,2017,Negro,Gasolina,5,Mecánica,1.8,Camioneta,71133 km,57.000.000,https://carro.mercadolibre.com.co/MCO-930000586-chevrolet-tracker-18-ls-mecanica-_JM,La Enea - Manizales - Caldas
40,Chevrolet,Equinox,2019,Blanco,Gasolina,5,Automática,1.5,Camioneta,41000 km,86.000.000,https://carro.mercadolibre.com.co/MCO-930121782-chevrolet-equinox-15-ls-_JM,La Enea - Manizales - Caldas
41,Chevrolet,Equinox,2020,Blanco,Gasolina,5,Automática,1.5,Camioneta,20100 km,111.000.000,https://carro.mercadolibre.com.co/MCO-929998302-chevrolet-equinox-15-premier-_JM,La Enea - Manizales - Caldas
42,Suzuki,Grand Vitara,2016,Gris,Gasolina,5,Automática,2.4,Camioneta,98000 km,69.000.000,https://carro.mercadolibre.com.co/MCO-918521368-suzuki-grand-vitara-24-sz-glx-sport-4x4-_JM,Arboleda - Manizales - Caldas
43,Chevrolet,Onix,2020,Plateado,Gasolina,5,Mecánica,1.4,Hatchback,34770 km,55.500.000,https://carro.mercadolibre.com.co/MCO-909122098-chevrolet-onix-14-ltz-_JM,La Enea - Manizales - Caldas
44,Chevrolet,Beat,2019,Rojo,Gasolina,4,Mecánica,1.2,Sedán,68270 km,43.000.000,https://carro.mercadolibre.com.co/MCO-908833931-chevrolet-beat-12-ltz-_JM,La Enea - Manizales - Caldas
45,Chevrolet,Onix,2020,Gris,Gasolina,5,Mecánica,1.4,Hatchback,37624 km,54.000.000,https://carro.mercadolibre.com.co/MCO-908785608-chevrolet-onix-14-ltz-_JM,La Enea - Manizales - Caldas
46,Chevrolet,Onix,2019,Gris,Gasolina,5,Mecánica,1.4,Hatchback,45000 km,55.500.000,https://carro.mercadolibre.com.co/MCO-908797693-chevrolet-onix-14-ltz-mt-_JM,La Enea - Manizales - Caldas
47,Chevrolet,Onix,2019,Blanco,Gasolina,4,Automática,1.4,Sedán,56421 km,53.500.000,https://carro.mercadolibre.com.co/MCO-908788477-chevrolet-onix-14-ltz-aut-_JM,La Enea - Manizales - Caldas
48,Toyota,Hilux,2021,Blanco,Diésel,4,Automática,2.4,Pick-Up,32000 km,210.000.000,https://carro.mercadolibre.com.co/MCO-922570026-toyota-hilux-_JM,San Marcel - Manizales - Caldas
49,Mercedes-Benz,Clase CLA,2015,Gasolina,2,Automática,1.6,Coupé,NA,22000 km,85.000.000,https://carro.mercadolibre.com.co/MCO-939059276-mercedes-benz-clase-cla-2015-16-limited-plus-_JM,Manizales - Caldas
50,Renault,Duster,2021,Gasolina,5,Mecánica,1.6,Camioneta,NA,31170 km,68.500.000,https://carro.mercadolibre.com.co/MCO-935629864-renault-duster-2021-16-intense-_JM,Supia - Caldas
51,Chevrolet,D-Max,2016,Blanco,Diésel,4,Mecánica,2.5,Pick-Up,143000 km,84.000.000,https://carro.mercadolibre.com.co/MCO-930046584-chevrolet-d-max-25l-4x4-_JM,La Enea - Manizales - Caldas
52,Chevrolet,Onix,2019,Plateado,Gasolina,4,Automática,1.4,Sedán,45000 km,53.500.000,https://carro.mercadolibre.com.co/MCO-930097016-chevrolet-onix-14-ltz-aut-_JM,La Enea - Manizales - Caldas
53,Chevrolet,Onix,2019,Plateado,Gasolina,5,Automática,1.4,Hatchback,43220 km,53.000.000,https://carro.mercadolibre.com.co/MCO-908791653-chevrolet-onix-14-ltz-_JM,La Enea - Manizales - Caldas
54,Chevrolet,Onix,2019,Plateado,Gasolina,4,Automática,1.4,Sedán,41930 km,53.500.000,https://carro.mercadolibre.com.co/MCO-908788806-chevrolet-onix-14-ltz-aut-_JM,La Enea - Manizales - Caldas
55,Daihatsu,Terios,2013,Plateado,Gasolina,5,Automática,1.5,Camioneta,93000 km,59.000.000,https://carro.mercadolibre.com.co/MCO-936431277-daihatsu-terios-4x4-at-2013-_JM,Palermo - Manizales - Caldas
56,BMW,Serie 1,2019,Gasolina,5,Automática,2.0,Hatchback,NA,24300 km,103.997.000,https://carro.mercadolibre.com.co/MCO-918910922-bmw-serie-1-2019-20-120i-f20-lci-comfort-_JM,Manizales - Caldas
57,Chevrolet,Captiva,2020,Blanco,Gasolina,5,Automática,1500,Camioneta,40155 km,92.000.000,https://carro.mercadolibre.com.co/MCO-902068948-chevrolet-captiva-ltz-turbo-tp-15-4x2-_JM,La Dorada - Caldas
58,Toyota,Fortuner,2018,Gris,Diésel,5,Automática,2.8,Camioneta,39000 km,200.000.000,https://carro.mercadolibre.com.co/MCO-913702126-toyota-fortuner-2018-28l-_JM,Manizales - Caldas
59,Chevrolet,D-Max,2015,Diésel,2,Mecánica,2.5,Pick-Up,NA,124000 km,99.800.000,https://carro.mercadolibre.com.co/MCO-880031868-chevrolet-d-max-2015-25l-4x4-_JM,Manizales - Caldas
60,BMW,316,2014,Blanco,Gasolina,5,Automática,1600,NA,92000 km,66.000.000,https://carro.mercadolibre.com.co/MCO-936753077-bmw-316-turbo-_JM,Centro - Manizales - Caldas
61,Toyota,Prado,2018,Plateado,Diésel,5,Automática,3.0,Camioneta,80500 km,212.000.000,https://carro.mercadolibre.com.co/MCO-936096400-toyota-prado-30-tx-fi-_JM,La Enea - Manizales - Caldas
62,Subaru,Forester,2018,Gris,Gasolina,5,Automática,2.0,Camioneta,58500 km,108.500.000,https://carro.mercadolibre.com.co/MCO-934933674-subaru-forester-20-xt-turbo-at-4x4-mod-2018-_JM,lunes a domingo 7am 11pm
63,Renault,Captur,2022,Plateado,Gasolina,5,Mecánica,2000,NA,17000 km,81.000.000,https://carro.mercadolibre.com.co/MCO-925340858-renault-captur-zen-2022-_JM,La Enea - Manizales - Caldas
64,Peugeot,3008,2020,Gasolina,5,Mecánica,1.6,Camioneta,NA,29978 km,108.900.000,https://carro.mercadolibre.com.co/MCO-910993787-peugeot-3008-2020-16-active-_JM,Manizales - Caldas
65,Audi,Q5,2016,Blanco,Gasolina,5,Automática,2.0,Camioneta,86000 km,100.000.000,https://carro.mercadolibre.com.co/MCO-910605110-audi-q5-2016-_JM,La Enea - Manizales - Caldas
66,Renault,Kwid,2021,Gasolina,5,Mecánica,1.0,Camioneta,NA,3200 km,43.800.000,https://carro.mercadolibre.com.co/MCO-872076873-renault-kwid-2021-10-12v-_JM,Manizales - Caldas
67,Ford,Escape,2013,Rojo,Gasolina,5,Mecánica,2.0,Camioneta,112000 km,54.000.000,https://carro.mercadolibre.com.co/MCO-914656588-ford-escape-20-se-4x2-_JM,LUNES A DOMINGO DE 8AM A 11PM
68,Chevrolet,Tracker,2019,Gris,Gasolina,5,Automática,1.8,Camioneta,22000 km,69.900.000,https://carro.mercadolibre.com.co/MCO-925165384-chevrolet-tracker-18-ls-_JM,Chipre - Manizales - Caldas
69,Chevrolet,Tracker,2019,Gasolina,5,Mecánica,1.8,Camioneta,NA,23000 km,69.900.000,https://carro.mercadolibre.com.co/MCO-899200587-chevrolet-tracker-2019-18-lt-_JM,Manizales - Caldas
70,Kia,Sportage,2015,Gris,Gasolina,5,Mecánica,2.0,Camioneta,100000 km,48.500.000,https://carro.mercadolibre.com.co/MCO-919551566-kia-sportage-_JM,lunes a domingo de 9am a 7 pm
71,Volkswagen,Tiguan,2019,Negro,Gasolina,5,Automática,1.4,Camioneta,47134 km,95.000.000,https://carro.mercadolibre.com.co/MCO-912740151-volkswagen-tiguan-all-space-14-_JM,San Jorge - Manizales - Caldas
72,Toyota,Fortuner,2019,Blanco,Gasolina,5,Automática,2.7,Camioneta,50000 km,170.000.000,https://carro.mercadolibre.com.co/MCO-911594138-toyota-fortuner-sw4-street-27-at-sh-_JM,La Enea - Manizales - Caldas
73,Dodge,Journey,2015,Gasolina,5,Mecánica,2.4,Camioneta,NA,117000 km,60.000.000,https://carro.mercadolibre.com.co/MCO-934914133-dodge-journey-2015-24-seexpress-fl-_JM,Manizales - Caldas
74,BMW,X3,2021,Blanco,Gasolina,5,Automática,2.0,Camioneta,20200 km,195.000.000,https://carro.mercadolibre.com.co/MCO-934752395-bmw-x3-2021-20-xdrive30i-_JM,Manizales - Caldas
75,Renault,Koleos,2019,Gasolina,5,Automática,2.5,Camioneta,NA,45000 km,103.000.000,https://carro.mercadolibre.com.co/MCO-928459184-renault-koleos-2019-25-intens-_JM,Manizales - Caldas
76,Kia,Picanto,2020,Gasolina,5,Mecánica,1.2,Hatchback,NA,47000 km,49.000.000,https://carro.mercadolibre.com.co/MCO-888751763-kia-picanto-2020-125-_JM,Manizales - Caldas
77,Chevrolet,Tracker,2017,Rojo,Gasolina,5,Mecánica,1.8,Camioneta,89395 km,64.000.000,https://carro.mercadolibre.com.co/MCO-930000180-chevrolet-tracker-18-ls-mecanica-_JM,La Enea - Manizales - Caldas
78,Suzuki,Swift,2020,Gris,Gasolina,4,Automática,1.2,Sedán,44530 km,50.000.000,https://carro.mercadolibre.com.co/MCO-909491313-suzuki-swift-12-dzire-_JM,La Enea - Manizales - Caldas
79,Mini,Cooper,2011,Naranja,Gasolina,3,Mecánica,1.6 Turbo N18,Coupé,56000 km,63.500.000,https://carro.mercadolibre.com.co/MCO-908154009-mini-cooper-s-r56-184-hp-_JM,La Estrella - Manizales - Caldas
80,Volkswagen,Amarok,2013,Blanco,Diésel,4,Mecánica,2.0,Pick-Up,118000 km,80.000.000,https://carro.mercadolibre.com.co/MCO-902430608-amarok-_JM,Milán - Manizales - Caldas
81,Volvo,XC60,2019,Blanco,Gasolina,5,Automática,2.0,Camioneta,48000 km,159.000.000,https://carro.mercadolibre.com.co/MCO-916119507-volvo-xc60-20-t5-awd-momentum-_JM,San Marcel - Manizales - Caldas
82,Nissan,Patrol,1977,Gasolina,5,Mecánica,4.0,Camioneta,NA,80000 km,40.000.000,https://carro.mercadolibre.com.co/MCO-839178993-nissan-patrol-1977-40-lg60-_JM,Manizales - Caldas
83,Volkswagen,Tiguan,2016,Negro,Gasolina,5,Automática,2.0,Camioneta,61000 km,78.000.000,https://carro.mercadolibre.com.co/MCO-938855331-volkswagen-tiguan-_JM,LUNES A VIERNES DE 8:00 A 18:00
84,Kia,Sportage,2014,Gasolina,5,Mecánica,2.0,Camioneta,NA,99000 km,67.500.000,https://carro.mercadolibre.com.co/MCO-939286486-kia-sportage-2014-20-revolution-gasolina-166-hp-_JM,Manizales - Caldas
85,Volkswagen,Golf,2015,Azul,Gasolina,5,Mecánica,1.6,Hatchback,98000 km,49.800.000,https://carro.mercadolibre.com.co/MCO-911939275-volkswagen-_JM,lunes a viernes
86,Chevrolet,N300,2016,Blanco,Gasolina,4,Mecánica,1200,Van,210000 km,52.000.000,https://carro.mercadolibre.com.co/MCO-933702310-chevrolet-n300-van-placas-publicas-_JM,20 de Julio - Manizales - Caldas
87,Renault,Kwid,2022,Blanco,Gasolina,5,Mecánica,1.0,Camioneta,0 km,49.990.000,https://carro.mercadolibre.com.co/MCO-858951891-renault-kwid-outsider-_JM,8:00M - 6:00PM
88,Jaguar,E-Pace,2018,Gris,Gasolina,5,Automática,2.0,Camioneta,21000 km,195.000.000,https://carro.mercadolibre.com.co/MCO-931286675-jaguar-e-pace-hse-mod-2018-_JM,Laureles - Manizales - Caldas
89,Mazda,2,2012,Blanco,Gasolina,5,Mecánica,1.5,Hatchback,140887 km,36.000.000,https://carro.mercadolibre.com.co/MCO-924679804-mazda-2-_JM,8 AM A 8 PM (TODOS LOS DIAS)
90,Kia,Sportage,2016,Plateado,Gasolina,5,Mecánica,2.0,Camioneta,95300 km,78.500.000,https://carro.mercadolibre.com.co/MCO-926714230-kia-sportage-20-revolution-158-hp-mt-mod-2016-_JM,lunes a domingo 7am 11pm
91,Ford,Fiesta,2018,Blanco,Gasolina,5,Automática,1.6,Hatchback,39800 km,56.000.000,https://carro.mercadolibre.com.co/MCO-938376110-ford-fiesta-titanium-hatchback-16-2018-_JM,Altos de Capri - Manizales - Caldas
92,Mercedes-Benz,Clase GLB,2022,Negro,Gasolina,5,Automática,1.991cc/302hp/400Nm/0-100:5.2 seg,NA,0 km,267.900.000,https://carro.mercadolibre.com.co/MCO-934427652-mercedes-amg-glb35-4matic-_JM,lunes a viernes de 8am a 7pm
93,Subaru,Forester,2011,Verde,Gasolina,5,Mecánica,2.0,Camioneta,140800 km,55.500.000,https://carro.mercadolibre.com.co/MCO-929796843-subaru-forester-20-x-mt-con-bajo-mod-2011-_JM,lunes a domingo 7am 11pm
94,Mercedes-Benz,A35 AMG 2022,2022,Blanco,Gasolina,4,Automática,2L/302hp/400Nm/250tS/7DCT,Sedán,0 km,229.900.000,https://carro.mercadolibre.com.co/MCO-932517394-mercedes-amg-a35-sedan-_JM,Ln a Vn 8:30 am a 6:30 pm
95,Toyota,RAV4,2021,Blanco,Híbrido,5,Automática,2500,Camioneta,25000 km,205.000.000,https://carro.mercadolibre.com.co/MCO-934919056-toyota-rav4-hibrida-modelo-2021-25000-kms-_JM,24 HORAS
96,Mercedes-Benz,Clase A,2022,Plateado,Gasolina,4,Automática,1.332cc/4L/161hp/250Nm,Hatchback,0 km,145.900.000,https://carro.mercadolibre.com.co/MCO-934489555-mercedes-benz-a200-hatchback-amg-line-_JM,Milán - Manizales - Caldas
97,Mercedes-Benz,Clase GLE,2022,Negro,Híbrido,5,Automática,2.999cc 6L EQ boost 362hp 500Nm,SUV,0 km,335.900.000,https://carro.mercadolibre.com.co/MCO-932701983-mercedes-benz-gle450-4matic-eq-boost-modelo-2022-_JM,Milán - Manizales - Caldas
98,Mercedes-Benz,Clase GLA,2022,Gris,Gasolina,5,Automática,1.331cc/161hp/250Nm/0-100:8.7seg,NA,0 km,174.900.000,https://carro.mercadolibre.com.co/MCO-937037647-mercedes-benz-gla200-amg-line-_JM,Lunes a viernes de 8:30 am a 7:00 pm Sábados 9:00am a 1:00pm
99,Mercedes-Benz,Clase GLC,2022,Plateado,Híbrido,5,Automática,2000,SUV,0 km,257.900.000,https://carro.mercadolibre.com.co/MCO-932643195-mercedes-benz-glc300e-4matic-_JM,Alta Suiza - Manizales - Caldas
100,Mercedes-Benz,Clase GLB,2022,Plateado,Gasolina,5,Automática,1.332cc/161hp/250Nm/0-100:9.1seg,NA,0 km,182.900.000,https://carro.mercadolibre.com.co/MCO-934414383-mercedes-benz-glb200-amg-line-_JM,lunes a viernes 8:30am a 7:00pm Sábado 9:00am 1:00pm
101,Kia,Rio,2015,Blanco,Gasolina,4,Automática,1.400,Sedán,89146 km,49.000.000,https://carro.mercadolibre.com.co/MCO-909256370-kia-rio-14-_JM,La Enea - Manizales - Caldas
102,Mercedes-Benz,Clase A,2022,Gris,Gasolina,5,Automática,1991cc 4L 302hp 400Nm,Hatchback,0 km,211.900.000,https://carro.mercadolibre.com.co/MCO-932644849-mercedes-amg-a35-hatchback-_JM,Milán - Manizales - Caldas
103,BMW,X1,2014,Azul,Diésel,5,Automática,2.0,Camioneta,118000 km,75.000.000,https://carro.mercadolibre.com.co/MCO-934950955-bmw-x-1-sdrive-18d-modelo-2014-118000-kms-_JM,24 HORAS
104,Mercedes-Benz,Clase GLK,2014,Blanco,Gasolina,5,Automática,3.5,Camioneta,119621 km,78.000.000,https://carro.mercadolibre.com.co/MCO-930500226-mercedes-benz-clase-gkl-35-4matic-basic-_JM,La Enea - Manizales - Caldas
105,BMW,X3,2014,Plateado,Gasolina,5,Automática,2.0,Camioneta,113390 km,83.000.000,https://carro.mercadolibre.com.co/MCO-930169522-bmw-x3-20-f25-xdrive20i-_JM,La Enea - Manizales - Caldas
106,Jeep,Renegade,2022,Gris,Gasolina,5,Mecánica,1800,Camioneta,15558 km,83.000.000,https://carro.mercadolibre.com.co/MCO-913580316-jeep-renegade-18-2022-_JM,La Estrella - Manizales - Caldas
107,Mercedes-Benz,Clase GLK,2014,Blanco,Gasolina,5,Automática,3.5,Camioneta,119621 km,78.000.000,https://carro.mercadolibre.com.co/MCO-909468315-mercedes-benz-clase-glk-35-4matic-plus-_JM,La Enea - Manizales - Caldas
108,Mitsubishi,Montero,2008,Gris,Gasolina,3,Mecánica,2400,Camioneta,262000 km,55.000.000,https://carro.mercadolibre.com.co/MCO-897198052-montero-mitsubishi-24-modelo-2008-262000-kms-_JM,24 HORAS
109,Land Rover,Evoque,2013,Blanco,Gasolina,5,Automática,2.0,Camioneta,68000 km,107.000.000,https://carro.mercadolibre.com.co/MCO-924521648-range-rover-evoque-pure-modelo-2013-_JM,Laureles - Manizales - Caldas
110,Toyota,Hilux,2021,Diésel,2,Automática,2.4,Pick-Up,NA,32000 km,205.000.000,https://carro.mercadolibre.com.co/MCO-917058566-toyota-hilux-2021-24l-_JM,Manizales - Caldas
111,BMW,Serie 3,2009,Gasolina,4,Mecánica,2.0,Sedán,NA,120000 km,43.000.000,https://carro.mercadolibre.com.co/MCO-891827758-bmw-serie-3-2009-20-318i-e90-_JM,Manizales - Caldas
112,Renault,Koleos,2017,Gris,Gasolina,5,Automática,2.5,Camioneta,72000 km,68.000.000,https://carro.mercadolibre.com.co/MCO-922260182-renault-koleos-sportway-automatica-triptica-_JM,Cualquier momento
113,Toyota,Hilux,2021,Gris,Diésel,2,Automática,2.4,Pick-Up,33300 km,209.000.000,https://carro.mercadolibre.com.co/MCO-937654381-toyota-hilux-24-automatica-2021-_JM,La Enea - Manizales - Caldas
114,Honda,CR-V,2016,Plateado,Gasolina,5,Mecánica,2.4,Camioneta,111000 km,88.000.000,https://carro.mercadolibre.com.co/MCO-937224630-honda-cr-v-2016-24-exl-_JM,Manizales - Caldas
115,Suzuki,Swift,2016,Negro,Gasolina,5,Automática,1.4,Hatchback,60000 km,42.000.000,https://carro.mercadolibre.com.co/MCO-936054583-suzuki-swift-14-automatico-_JM,La Enea - Manizales - Caldas
116,Peugeot,3008,2019,Blanco,Gasolina,5,Mecánica,1.6,Camioneta,53000 km,105.000.000,https://carro.mercadolibre.com.co/MCO-933282116-peugeot-3008-active-2019-_JM,La Enea - Manizales - Caldas
117,Jeep,2022,2022,Gris,Gasolina,5,Mecánica,1.8,Camioneta,16500 km,85.000.000,https://carro.mercadolibre.com.co/MCO-933358813-jeep-renagade-2022-_JM,La Enea - Manizales - Caldas
118,Volvo,XC90,2019,Gris,Gasolina,5,Automática,2.0,Camioneta,39000 km,205.000.000,https://carro.mercadolibre.com.co/MCO-933415688-volvo-xc90-t6-2019-_JM,La Enea - Manizales - Caldas
119,Toyota,Fortuner,2020,Plateado,Diésel,5,Automática,2.4,Camioneta,30000 km,180.000.000,https://carro.mercadolibre.com.co/MCO-914399924-toyota-fortuner-2020-_JM,La Enea - Manizales - Caldas
